,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Angul,0,0,7,,4446,5811,7,2.0,0.0,7.0,,7711.0,36785.0,1271703,,,,43988,398,43578,,840613,591663,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
1,1,1,1,1,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Balangir,6,0,0,,3606,7065,3,12.0,0.0,5.0,,12985.0,40466.0,1648574,,,,23476,127,23327,,1115623,699694,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
2,2,2,2,2,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Balasore,29,0,1,,17263,10286,8,72.0,0.0,11.0,,63603.0,74239.0,2317419,,,,41126,300,40737,,1580068,1066397,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
3,3,3,3,3,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Bargarh,5,0,0,,4603,6774,1,22.0,0.0,3.0,,11150.0,43596.0,1478833,,,,31200,341,30826,,1018901,632164,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
4,4,4,4,4,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Bhadrak,1,0,3,,5658,9622,15,11.0,0.0,12.0,,12648.0,82779.0,1506522,,,,26618,148,26454,,1102765,911232,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
5,5,5,5,5,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Boudh,0,0,0,,629,1312,2,3.0,0.0,0.0,,2763.0,8616.0,439917,,,,12663,112,12547,,290790,203426,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
6,6,6,6,6,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Cuttack,66,0,13,,6585,4371,103,190.0,2.0,89.0,,22285.0,62162.0,2618708,,,,95729,860,94666,,1683148,1109119,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
7,7,7,7,7,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Deogarh,4,0,2,,1383,1968,29,16.0,0.0,30.0,,2638.0,8886.0,312164,,,,6688,50,6616,,241187,139273,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
8,8,8,8,8,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Dhenkanal,6,0,0,,1778,4987,7,19.0,0.0,5.0,,6991.0,34163.0,1192948,,,,20052,246,19785,,816398,545276,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
9,9,9,9,9,2022-01-03,OR,424,0,146,54793,161272,141721,1268,1976.0,10.0,1162.0,417260.0,482733.0,1129791.0,Gajapati,0,0,7,,1820,926,13,5.0,0.0,13.0,,8899.0,8896.0,575880,,,,9759,83,9673,,347474,232802,2022-01-03 23:56:10.375356,43671000,2022-01-03 23:56:10.376077,,,1055980,8463,1045255,25701074,29487646,21190384,0,0,0,0,0
