,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Amritsar,20,0,1,,5864,6760,0,10,64.0,0.0,11.0,,25759.0,36135.0,0,2490891,,,,47519,1599,45859,,1460993,774469,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
1,1,1,1,1,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Barnala,1,2,3,,275,1044,0,2,4.0,2.0,5.0,,688.0,3019.0,0,596294,,,,5962,246,5710,,357275,165920,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
2,2,2,2,2,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Bathinda,16,0,0,,3487,3321,0,7,89.0,2.0,5.0,,16325.0,21225.0,0,1388859,,,,41912,1049,40769,,690436,333235,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
3,3,3,3,3,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Faridkot,0,0,0,,1284,2558,0,3,4.0,0.0,2.0,,5186.0,10761.0,0,618008,,,,13964,320,13639,,355261,202248,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
4,4,4,4,4,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Fatehgarh Sahib,9,0,2,,1441,2185,0,5,25.0,0.0,6.0,,6064.0,11393.0,0,599814,,,,8938,338,8575,,378278,211827,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
5,5,5,5,5,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Fazilka,1,0,0,,832,1374,0,3,10.0,0.0,2.0,,2919.0,5541.0,0,1180483,,,,20297,531,19755,,564559,268591,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
6,6,6,6,6,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Ferozepur,4,0,0,,787,1468,0,10,8.0,0.0,3.0,,4092.0,8930.0,0,2026831,,,,14489,504,13978,,515100,222555,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
7,7,7,7,7,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Gurdaspur,10,0,1,,1766,2936,0,3,50.0,1.0,4.0,,8022.0,15600.0,0,2299026,,,,22473,804,21616,,976769,652483,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
8,8,8,8,8,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Hoshiarpur,13,0,7,,1176,2264,0,25,32.0,1.0,27.0,,4806.0,11504.0,0,1582793,,,,31060,998,30029,,1044776,734262,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
9,9,9,9,9,2022-01-03,PB,413,3,38,9477,42027,66500,0,225,1643.0,11.0,283.0,99247.0,176318.0,341469.0,0.0,Jalandhar,23,0,6,,2751,5642,0,28,144.0,0.0,44.0,,10708.0,31475.0,0,2181753,,,,63745,1501,62086,,1508034,984100,0,0,2022-01-25T02:02:12.078405+05:30,29859000,,,,605922,16651,587530,16866118,17183864,9417635,0,0,0.0,0
