District,Recovered,Deceased,Active
लखनऊ,294800,2694,235
गौतम बिु नगर,102148,490,216
गाज़ियाबाद,86173,473,102
िाराणसी,97769,988,57
कानपरु नगर,91662,1923,46
प्रयागराज,87526,1120,22
जौनपरु,24420,244,21
अलीगढ,25518,113,18
हमीरपरु,6223,102,17
महाराजगजं,14794,146,17
अमरोहा,19298,208,16
बलुदंशहर,26421,254,16
फतहेपरु,8358,141,16
जालौन,13901,209,14
हरदोई,17349,375,13
झासी,44028,675,13
शाहजहांपरु,24431,446,12
चदंौली,17573,380,11
सोनभद्र,18683,257,11
फरु्रखाबाद,11883,197,10
गोरखपरु,66002,866,10
मथरुा,25654,406,10
मरेठ,88219,932,10
आगरा,35997,465,9
बाराबकंी,23735,227,9
इटावा,15790,297,9
कन्नौज,10871,126,9
लखीमपरु-खीरी,30053,300,9
राय बरेली,21406,348,9
बरेली,50119,377,8
देवररया,22415,230,8
लललतपरु,14902,134,8
उन्नाव,16949,257,8
मनैपरुी,11522,189,7
बादा,12150,169,6
चचत्रकूट,7802,79,6
गाजीपरु,23884,295,6
सलु्तानपरु,16896,144,6
अयोध्या,18698,293,5
अम्बडेकर नगर,5973,167,4
मरुादाबाद,46110,368,4
सहारनपरु,38395,428,4
सीतापरु,15770,189,4
