"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","194","225","64161","1","4528","68683","57"
"Bageshwar","48","49","34748","0","2088","36832","21"
"Chamoli","97","81","47796","0","3202","50996","95"
"Champawat","17","1","61798","0","1911","63706","25"
"Dehradun","363","383","366495","7","33127","399487","73"
"Haridwar","123","141","305862","3","13124","318956","19"
"Nainital","273","299","83909","1","11356","95195","52"
"Pauri Garhwal","56","58","93263","0","5275","98531","11"
"Pithoragarh","37","183","40716","0","2559","43263","39"
"Rudraprayag","29","22","26984","0","2703","29687","20"
"Tehri Garhwal","91","153","35647","0","2362","38002","36"
"US Nagar","618","178","135030","0","8802","143808","56"
"Uttarkashi","142","180","38654","0","1644","40296","45"
"Total","2088","1953","1335063","12","92681","1427442","549"
