"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19878","19564","47","267"
"2","Chengalpattu","234823","231355","812","2656"
"3","Chennai","749474","738400","2015","9059"
"4","Coimbatore","329242","325283","1346","2613"
"5","Cuddalore","74180","73092","195","893"
"6","Dharmapuri","36154","35771","100","283"
"7","Dindigul","37444","36722","57","665"
"8","Erode","132534","131182","618","734"
"9","Kallakurichi","36509","36237","57","215"
"10","Kancheepuram","94242","92650","290","1302"
"11","Kanyakumari","86108","84749","274","1085"
"12","Karur","29728","29249","107","372"
"13","Krishnagiri","59564","59016","178","370"
"14","Madurai","90982","89636","110","1236"
"15","Mayiladuthurai","26489","26142","18","329"
"16","Nagapattinam","25419","24966","79","374"
"17","Namakkal","67926","67157","236","533"
"18","Nilgiris","41910","41458","226","226"
"19","Perambalur","14453","14185","19","249"
"20","Pudukottai","34442","33940","76","426"
"21","Ramanathapuram","24650","24242","40","368"
"22","Ranipet","53889","53040","62","787"
"23","Salem","127234","125065","407","1762"
"24","Sivagangai","23764","23450","95","219"
"25","Tenkasi","32727","32209","28","490"
"26","Thanjavur","92045","90828","179","1038"
"27","Theni","50586","50028","26","532"
"28","Thirupathur","35717","35056","28","633"
"29","Thiruvallur","147246","144947","361","1938"
"30","Thiruvannamalai","66760","65942","134","684"
"31","Thiruvarur","47976","47403","102","471"
"32","Thoothukudi","64915","64375","93","447"
"33","Tirunelveli","62712","62193","74","445"
"34","Tiruppur","129764","128340","372","1052"
"35","Trichy","94824","93388","276","1160"
"36","Vellore","57161","55912","87","1162"
"37","Villupuram","54557","54060","131","366"
"38","Virudhunagar","56779","56145","80","554"
"39","Airport Surveillance 
(International)","1242","1236","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,47,581","34,00,144","9,440","37,997"
