District,Recovered,Deceased,Active
अलीगढ,25454,113,16
फर्रखाबाद,11864.0,197.0,15.0
शाहजहांपरु,24379.0,447.0,15.0
इटावा,15760.0,296.0,14.0
महोबा,4457.0,88.0,13.0
गोंडा,14097.0,284.0,12.0
मजुफ्फरनगर,38302.0,277.0,12.0
अयोध्या,18655.0,293.0,11.0
मऊ,8922.0,86.0,11.0
चचत्रकूट,7740.0,79.0,10.0
बस्ती,12772.0,336.0,9.0
पीलीभीत,12713.0,205.0,9.0
सीतापरु,15739.0,187.0,9.0
बागपत,11023.0,143.0,8.0
बलरामपरु,8104.0,139.0,8.0
भदोही,8461.0,165.0,8.0
चदंौली,17519.0,378.0,8.0
बबजनौर,18276.0,139.0,7.0
गाजीपरु,23861.0,295.0,7.0
हापड़ु,15181.0,224.0,7.0
शामली,16684.0,48.0,7.0
अमठेी,11471.0,145.0,6.0
औरैय्या,10774.0,211.0,6.0
बललया,22508.0,245.0,6.0
रामपरु,14599.0,153.0,6.0
बदाय,17906.0,101.0,5.0
हाथरस,3712.0,43.0,4.0
कानपरु देहात,7120.0,110.0,4.0
श्रावस्ती,5230.0,41.0,4.0
कासगजं,4878.0,55.0,3.0
मरुादाबाद,46066.0,367.0,2.0
लमर्ापरु,11949.0,126.0,1.0
