"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","24","38","70566","1","4899","75459","0"
"Bageshwar","6","6","39697","0","2161","41854","0"
"Chamoli","21","7","51783","0","3364","55145","0"
"Champawat","18","19","65513","0","1993","67503","0"
"Dehradun","327","324","416790","8","38834","455489","23"
"Haridwar","139","126","326835","2","14057","340862","11"
"Nainital","190","187","107503","14","13419","120852","14"
"Pauri Garhwal","48","36","108641","0","5591","114225","0"
"Pithoragarh","8","12","44679","0","2753","47420","0"
"Rudraprayag","31","11","31333","0","3050","34383","0"
"Tehri Garhwal","121","103","49125","0","2619","51737","5"
"US Nagar","355","144","160747","2","9321","170044","25"
"Uttarkashi","18","78","47476","0","1917","49391","0"
"Total","1306","1091","1520688","27","103978","1624364","78"
