,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,8695,8117,129,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,623133,322272,298242,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,387,301,1002,49,66,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2110388,2065696,14510,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,75653214,42367436,32994973,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,38177,331662,398225,4108,696,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,57037,55279,282,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,1534658,858929,667758,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,4676,2728,9137,404,84,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,653717,622205,6217,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,40025479,22903571,17065480,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,39986,157834,211824,6982,2281,11,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,790653,745389,12141,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,107489872,62367171,44880908,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,208255,161068,390752,3526,5907,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,78492,68299,1089,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,1934090,1094838,831942,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,3519,2379,7073,864,961,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1064290,1018666,13664,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,32312394,19049372,13137987,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,10613,27283,43518,4574,5396,10,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11006,10786,4,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,1303654,745999,554638,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,926,1349,2581,20,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1722497,1613128,25387,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,28714569,16592833,11974382,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,86803,45473,151110,12527,18340,24,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,212649,187129,3563,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,2522452,1372000,1140035,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,1177,2283,4796,2174,1592,6,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,938993,858455,10164,2022-01-18,TT,37618271,486761,35394882,2022-01-18 12:47:50.382700,705411425,2022-01-17 00:00:00,1649143,1580471867,914436421,661091340,95085628,50343149,44140051,https://www.icmr.gov.in/,238018,310,157421,4366605,3345509,8339176,117110,91611,279393,12753,5984,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363589.0,1340246.4285714286,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
