Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-18,AP,Anantapur,,,,160697,1093,0,157747,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Chittoor,,,,257640,1961,0,247347,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,East Godavari,,,,297625,1290,0,293877,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Guntur,,,,182721,1260,0,178724,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Y.S.R. Kadapa,,,,117657,644,0,115514,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Krishna,,,,123093,1482,0,119379,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Kurnool,,,,125701,854,0,123554,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,S.P.S. Nellore,,,,149662,1061,0,146210,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Prakasam,,,,140306,1131,0,137796,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Srikakulam,,,,126094,794,0,123049,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Visakhapatnam,,,,167186,1145,0,158533,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Vizianagaram,,,,85078,673,0,82710,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,West Godavari,,,,181029,1126,0,179427,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Other States,,,,2461,0,0,2461,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
2022-01-18,AP,Other Countries,,,,434,0,0,434,,2022-01-18 23:55:28.593378,2022-01-18 23:55:28.594626,,,2117384,14514,2066762,0,31922969
