"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","17014","16697","52","265"
"2","Chengalpattu","185111","173578","8977","2556"
"3","Chennai","601232","556710","35833","8689"
"4","Coimbatore","257424","251323","3574","2527"
"5","Cuddalore","65093","63790","427","876"
"6","Dharmapuri","29266","28777","208","281"
"7","Dindigul","33521","32744","125","652"
"8","Erode","108720","107232","776","712"
"9","Kallakurichi","31977","31438","329","210"
"10","Kancheepuram","78706","75204","2230","1272"
"11","Kanyakumari","64452","62225","1163","1064"
"12","Karur","25169","24661","142","366"
"13","Krishnagiri","44712","43809","541","362"
"14","Madurai","77533","74599","1745","1189"
"15","Mayiladuthurai","23613","23142","150","321"
"16","Nagapattinam","21604","21084","158","362"
"17","Namakkal","55056","54164","371","521"
"18","Nilgiris","34886","34267","399","220"
"19","Perambalur","12490","11944","301","245"
"20","Pudukottai","30495","29977","97","421"
"21","Ramanathapuram","21010","20370","281","359"
"22","Ranipet","44727","43023","925","779"
"23","Salem","103582","100892","958","1732"
"24","Sivagangai","20827","20339","275","213"
"25","Tenkasi","27615","26967","162","486"
"26","Thanjavur","77227","75515","702","1010"
"27","Theni","43877","43121","232","524"
"28","Thirupathur","29833","28874","332","627"
"29","Thiruvallur","125671","119290","4511","1870"
"30","Thiruvannamalai","56097","54786","638","673"
"31","Thiruvarur","42288","41609","216","463"
"32","Thoothukudi","57888","56371","1103","414"
"33","Tirunelveli","50946","49489","1020","437"
"34","Tiruppur","100074","97795","1250","1029"
"35","Trichy","80665","77863","1698","1104"
"36","Vellore","52402","49509","1747","1146"
"37","Villupuram","46642","45831","453","358"
"38","Virudhunagar","47488","46025","914","549"
"39","Airport Surveillance 
(International)","1190","1134","55","1"
"40","Airport Surveillance 
(Domestic)","1104","1090","13","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","28,29,655","27,17,686","75,083","36,886"
