,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10751,10622,129,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,991263,347616,353284,290363,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339085,2324351,14733,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,110955934,44703863,47578446,18673625,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,4,1,3,8,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,1924507,961337,821814,141356,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,50324142,24812436,22142774,3368932,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,6,0,1,7,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851418,839113,12303,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,157253089,73478948,67899439,15874702,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,14,32,191,237,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99361,98180,1181,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,2285997,1185399,986811,113787,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,0,0,0,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177782,1163632,14146,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,49167339,21267608,20343605,7556126,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,1,0,1,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,1579611,782318,636921,160372,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,2,2,1,5,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007425,1980893,26522,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,37397882,18295144,15714368,3388370,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,5,7,5,17,3,4,0,,,1332900000,Delhi,19814000
9,Goa,259134,255106,4013,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,2874241,1440011,1295695,138535,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,0,0,0,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,1277667,1266612,11046,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,128071068,54395124,54027693,19648251,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,7,7,204,218,1,2,0,,,1332900000,Gujarat,67936000
11,Haryana,1056693,1045947,10714,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,45504928,23677301,19836387,1991240,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,1,13,2,16,1,1,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312714,308493,4213,2023-02-13,TT,44684200,530753,44151610,2023-02-13 14:00:03.244741,917141863,2023-02-12 00:00:00,59037,2206271094,1027361711,951848579,227060804,15321153,6646385,6327137,2347631,https://www.icmr.gov.in/,82,3,85,792,462,95,1349,0,0,0,0,0,0,0,,,1332900000,Himachal Pradesh,7300000
