"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"28","Buldhana","92174","91209","836","129"
"29","Yavatmal","82099","80219","1820","60"
"30","Nagpur","577966","568271","9215","480"
"31","Wardha","65772","64330","1408","34"
"32","Bhandara","68121","66898","1142","81"
"33","Gondia","45475","44865","587","23"
"34","Chandrapur","99014","97372","1592","50"
"35","Gadchiroli","37095","36334","728","33"
"","Other states/country","144","31","113","0"
"","Total","7985296","7814871","147940","22485"
