"Sr. No.","District/Corporation","Cases","","Deaths",""
"","","Daily","Prog.","Daily","Prog."
"1","MCGM","761","1114120","3","19617"
"2","Thane","34","119646","0","2289"
"3","TMC","165","197529","1","2170"
"4","Navi Mumbai","177","174618","0","2090"
"5","KDMC","47","178347","0","2974"
"6","Ulhasnagar MC","11","26841","0","681"
"7","Bhivandi Nijampur MC","3","13268","0","496"
"8","Mira Bhayandar MC","48","78575","0","1227"
