"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","32","13","66310","0","4548","70852","3"
"Bageshwar","22","22","36388","0","2096","38480","2"
"Chamoli","27","13","50101","0","3232","53331","4"
"Champawat","0","1","62741","0","1915","64653","0"
"Dehradun","492","377","383697","30","33893","417455","68"
"Haridwar","204","189","313161","8","13276","326407","30"
"Nainital","309","198","93618","4","11474","105022","41"
"Pauri Garhwal","128","126","98699","2","5301","103993","11"
"Pithoragarh","52","53","43138","0","2565","45691","2"
"Rudraprayag","19","8","28201","0","2717","30918","0"
"Tehri Garhwal","72","119","39835","3","2401","42229","3"
"US Nagar","285","134","142707","0","8859","151542","18"
"Uttarkashi","101","4","43585","0","1706","45289","6"
"Total","1743","1257","1402181","47","93983","1495862","188"
