Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-01-07,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,344336,7164,11,336501,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59027,1428,4,57408,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96485,1598,2,94703,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,156673,4264,14,152023,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104258,2843,7,101336,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60076,1124,10,58867,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85698,812,6,84825,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89200,1566,4,87483,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46256,656,11,45550,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
2022-01-07,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30595,669,33,29773,,2022-01-22 00:35:15.147494,2022-01-22 00:35:15.148348,,3706 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6834222,141614,6547410,3706,70146329
