,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7848,7614,129,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,606657,311212,295445,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,3068,402,3470,24,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2078923,2062157,14500,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,71941767,41601906,30339861,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,314682,196053,510735,981,230,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55436,55051,282,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,1473651,819038,654613,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,3997,953,4950,29,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,623332,613120,6176,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,38512893,22319738,16193155,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,171960,55582,227542,844,132,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,732804,714920,12098,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,102627924,59468000,43159924,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,517674,178162,695836,2379,289,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,66824,64765,1080,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,1822627,1031720,790907,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,9441,6984,16425,331,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1014528,994017,13606,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,31071261,18551194,12520067,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,199416,50706,250122,2400,56,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10730,10688,4,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,1264650,728800,535850,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,3868,3109,6977,25,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1489463,1432838,25127,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,27202242,15687960,11514282,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,128821,71854,200675,15097,6900,6,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,184766,176625,3528,2022-01-07,TT,35226386,483178,34371845,2022-01-07 12:01:42.011146,686819128,2022-01-06 00:00:00,1513377,1496999145,874309879,622689266,2463255,1345400,1117855,https://www.icmr.gov.in/,117100,302,30836,3376928,6520094,9897022,9499,2817,12316,971,74,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363468.0,1340174.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
