Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Ambala,156,2,6,,6726,3079,0,618.0,2.0,45.0,,55906.0,15551.0,1136784,,,,30859.0,511,29697,,978897,889935,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Bhiwani,17,0,0,,11767,2588,0,43.0,0.0,1.0,,47744.0,27716.0,1629109,,,,22457.0,652,21761,,845470,695761,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Charkhi Dadri,2,0,0,,3036,1467,0,9.0,0.0,3.0,,26324.0,9467.0,502276,,,,5090.0,139,4943,,407597,345050,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Faridabad,580,0,28,,15893,10045,0,1577.0,0.0,84.0,,94425.0,78593.0,1798954,,,,101773.0,717,99409,,1909421,1393512,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Fatehabad,21,0,2,,6734,3847,0,49.0,0.0,4.0,,37797.0,33537.0,941522,,,,17931.0,482,17402,,658469,416579,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Gurugram,1879,0,743,,27357,12543,0,6254.0,0.0,1795.0,,119046.0,75996.0,1514085,,,,189230.0,926,182948,,2480343,1987474,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Hisar,38,0,3,,11783,9029,0,138.0,0.0,6.0,,94265.0,61621.0,1742815,,,,54150.0,1137,52871,,1228030,808206,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Jhajjar,58,0,6,,7637,6171,0,165.0,0.0,9.0,,43576.0,33747.0,956907,,,,19029.0,328,18528,,791909,557843,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Jind,23,0,3,,8861,4683,0,67.0,0.0,4.0,,50906.0,33458.0,1332042,,,,21282.0,533,20681,,878152,563390,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
2022-01-07,HR,3748.0,3,882,48484,224406,122357,0,11656.0,6.0,2292.0,268659.0,1263092.0,839119.0,Kaithal,24,0,0,,8938,2800,0,60.0,2.0,1.0,,64839.0,16498.0,1072861,,,,11313.0,348,10905,,843643,599108,2022-01-07T23:56:00.765581+05:30,28672000,,,,785444.0,10070,764576,14895983,21301619,15203239
