,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Bilaspur,20,0,16,,1378,79,0,45,77.0,0.0,52.0,0.0,18510.0,221.0,0,382056,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,14761,90,14592,,346366,322108,0,1,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
1,1,1,1,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Chamba,7,0,0,,3115,68,0,2,43.0,0.0,1.0,0.0,19635.0,269.0,0,518844,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,13784,161,13577,,394623,357848,0,2,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
2,2,2,2,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Hamirpur,85,0,4,,3495,34,0,37,224.0,1.0,29.0,0.0,20936.0,226.0,0,454293,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,18318,308,17776,,404918,365182,0,1,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
3,3,3,3,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Kangra,144,0,21,,8565,313,0,69,659.0,1.0,85.0,0.0,70536.0,1178.0,0,1507223,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,53021,1180,51105,,1277025,1155946,0,5,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
4,4,4,4,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Kinnaur,9,0,0,,423,0,0,2,15.0,0.0,0.0,0.0,2323.0,60.0,0,84298,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,3548,39,3492,,82506,69498,0,0,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
5,5,5,5,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Kullu,34,0,2,,1432,0,0,4,123.0,0.0,7.0,0.0,20210.0,196.0,0,437474,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,9889,158,9596,,383828,331723,0,16,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,11.0
6,6,6,6,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Lahaul and Spiti,0,0,0,,39,0,0,0,10.0,0.0,0.0,0.0,681.0,7.0,0,31528,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,2972,18,2944,,32849,25640,0,0,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
7,7,7,7,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Mandi,35,1,1,,6405,29,0,31,111.0,1.0,22.0,0.0,45434.0,251.0,0,999518,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,32227,464,31651,,838920,747480,0,0,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
8,8,8,8,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Shimla,80,0,7,,4282,290,0,38,243.0,1.0,32.0,0.0,28074.0,1750.0,0,813384,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,28406,657,27468,,729471,655266,0,4,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
9,9,9,9,2022-01-07,HP,574,1,73,0,40146,2323,0,276,2002.0,5.0,299.0,0,309077.0,11243.0,0.0,Sirmaur,49,0,7,,2384,133,0,0,113.0,0.0,12.0,0.0,26894.0,685.0,0,530164,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,15602,211,15272,,467163,417984,0,0,2022-01-07 22:33:10,7300000,2022-01-07 19:00:00+05:30,https://twitter.com/nhm_hp,,230859,3864,224811,,6169974,5511230,0,31,11.0,0.0
