,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10760,10622,129,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,991263,347616,353284,290363,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,1,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339552,2324612,14733,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,110956893,44704230,47578726,18673937,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,1,1,1,3,61,22,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66893,66595,296,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,1924584,961348,821819,141417,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746105,738068,8035,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,50335776,24813012,22150253,3372511,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851797,839256,12304,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,157283036,73484944,67912019,15886073,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,3,3,57,35,0,,,1332900000,Bihar,119520000
5,Chandigarh,99804,98406,1184,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,2290927,1185642,991006,114279,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,1,10,11,44,12,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1179093,1163949,14150,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,49167636,21267684,20343681,7556271,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,326,59,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,1579866,782348,636961,160557,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,0,1,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2017250,1987357,26546,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,37406286,18296728,15716760,3392798,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,14,3,16,33,1149,677,1,,,1332900000,Delhi,19814000
9,Goa,261275,256509,4014,2023-04-13,TT,44786160,531035,44210127,2023-04-13 12:00:02.841970,923497482,2023-04-12 00:00:00,229958,2206597533,1027402212,951964789,227230532,2874475,1440045,1295735,138695,https://www.icmr.gov.in/,10158,19,5356,146,104,55,305,0,0,0,0,121,120,0,,,1332900000,Goa,1540000
