,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,991264,347616,353285,290363,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340662,2325922,14733,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,110956992,44704286,47578747,18673959,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,3,6,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67012,66697,296,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,1924584,961348,821819,141417,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,3,5,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746138,738084,8035,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,1,0,1,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855019,842566,12314,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,157286921,73485114,67912099,15889708,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,1,0,72,73,30,26,0,,,1332900000,Bihar,119520000
5,Chandigarh,100665,99464,1185,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,2291173,1185670,991033,114470,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,2,4,6,1,6,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187460,1173037,14186,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,49167752,21267771,20343710,7556271,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,1,1,0,2,18,58,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,1579868,782348,636961,160559,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040568,2013663,26655,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,37407480,18297174,15717104,3393202,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,9,7,7,23,16,30,1,,,1332900000,Delhi,19814000
9,Goa,263013,258818,4014,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,2874475,1440045,1295735,138695,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,33,29,0,,,1332900000,Goa,1540000
10,Gujarat,1291229,1280034,11079,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,128103960,54398035,54032315,19673610,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,8,25,3,36,11,19,0,,,1332900000,Gujarat,67936000
11,Haryana,1078773,1067799,10752,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,45544309,23681511,19849029,2013769,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,8,4,1,13,14,40,1,,,1332900000,Haryana,28672000
12,Himachal Pradesh,322556,318098,4238,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,15325484,6646550,6328308,2350626,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,32,22,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,481950,477083,4792,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,24782248,11372600,11768139,1641509,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,7,7,9,30,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,443813,438453,5334,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,43871558,23968941,17859018,2043599,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,13,122,141,276,5,3,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4088040,4047459,40353,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,122149907,55174473,55391400,11584034,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,4,8,4,16,35,84,0,,,1332900000,Karnataka,65798000
16,Kerala,6904743,6829802,71913,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,57508946,29150922,25271942,3086082,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,19,7,3,29,234,257,3,,,1332900000,Kerala,35125000
17,Ladakh,29577,29344,231,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,567133,238303,204114,124716,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,1,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,145292,61813,60525,22954,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8168737,8019669,148549,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,177961656,91672877,76627993,9660786,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,39,35,2,76,81,119,1,,,1332900000,Maharashtra,122153000
20,Manipur,139973,137806,2149,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,3269105,1649469,1339220,280416,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,96920,95280,1627,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,2625680,1446865,1087793,91022,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,5,2,0,,,1332900000,Meghalaya,3224000
22,Mizoram,239343,238529,732,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,1793298,894318,750177,148803,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,15,11,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1056333,1045534,10786,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,133937418,60749324,59232073,13956021,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,2,2,4,2,2,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,36019,35233,782,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,1739837,923955,744983,70899,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1347844,1338078,9215,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,81545688,35250780,33012148,13282760,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,-17,67,0,,,1332900000,Odisha,43671000
26,Puducherry,177463,175456,1981,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,2274059,994613,868099,411347,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,3,6,0,,,1332900000,Puducherry,1504000
27,Punjab,792233,772743,19337,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,47049287,24162653,20996052,1890582,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,7,1,0,8,-1206,30,0,,,1332900000,Punjab,29859000
28,Rajasthan,1326306,1316339,9730,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,115718604,57035160,51038374,7645070,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,9,4,9,22,16,30,0,,,1332900000,Rajasthan,77264000
29,Sikkim,44780,44244,500,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,1360477,591877,554656,213944,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,8,4,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3610381,3572160,38078,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,127531214,61215439,57221052,9094723,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,2,14,3,19,14,60,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,844118,839892,4111,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,77610730,32448090,31562646,13599994,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,7,77,253,337,20,13,0,,,1332900000,Telangana,37220000
32,Tripura,108210,107226,940,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,5918997,2916816,2523858,478323,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,3,5,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2144972,2120907,23699,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,392007475,176999463,168969618,46038394,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,8,10,2,20,44,48,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,452468,444656,7766,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,20143388,9118604,8733039,2291745,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,0,0,0,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2124614,2101543,21547,2023-05-20,TT,44985705,531824,44445206,2023-06-10 03:47:32.866078,929310546,2023-05-19 00:00:00,129101,2206670033,1027407090,951972160,227290783,156099097,73527742,66707620,15863735,https://www.icmr.gov.in/,782,6,1193,582,405,142,1129,0,3,5,8,69,181,0,,,1332900000,West Bengal,96906000
