"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4529","4136","1","4","388"
"Bageshwar","2088","2001","0","0","87"
"Chamoli","3203","3091","3","3","106"
"Champawat","1911","1890","0","1","20"
"Dehradun","33149","32564","44","174","367"
"Haridwar","13128","12864","5","25","234"
"Nainital","11360","11281","5","29","45"
"Pauri Garhwal","5276","4290","0","18","968"
"Pithoragarh","2559","2420","0","4","135"
"Rudraprayag","2704","2574","1","2","127"
"Tehri Garhwal","2363","2022","5","5","331"
"U.S. Nagar","8804","8518","2","5","279"
"Uttarkashi","1646","1468","3","5","170"
"Total","92720","89119","69","275","3257"
