TT|2023-05-08 07:55:09.801235|GetSource|ERR|File Not Found
TT|2023-05-08 09:55:09.547748|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-08 09:55:21.986053|ExtractFromHTML|OK|COMPLETED
TT|2023-05-08 11:55:09.969135|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-08 11:55:25.063426|ExtractFromHTML|OK|COMPLETED
TT|2023-05-08 13:55:10.813959|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-08 13:55:45.176963|ExtractFromHTML|OK|COMPLETED
TT|2023-05-08 15:55:09.978909|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-08 15:56:37.713568|ExtractFromHTML|OK|COMPLETED
TT|2023-05-08 17:55:20.862454|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-08 17:55:34.273543|ExtractFromHTML|OK|COMPLETED
TT|2023-05-09 07:55:26.434637|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-05-09 09:55:19.565473|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
