"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4508","4117","8","4","379"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3196","3086","1","3","106"
"Champawat","1907","1881","5","1","20"
"Dehradun","32825","32256","33","173","363"
"Haridwar","13046","12692","96","24","234"
"Nainital","11300","11227","7","29","37"
"Pauri Garhwal","5265","4266","13","18","968"
"Pithoragarh","2558","2418","2","4","134"
"Rudraprayag","2700","2569","3","2","126"
"Tehri Garhwal","2350","2020","1","5","324"
"U.S. Nagar","8780","8488","20","5","267"
"Uttarkashi","1637","1461","3","5","168"
"Total","92160","88482","193","273","3212"
