"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19828","19313","248","267"
"2","Chengalpattu","233689","227435","3603","2651"
"3","Chennai","746874","731276","6554","9044"
"4","Coimbatore","327394","318853","5937","2604"
"5","Cuddalore","74000","72447","661","892"
"6","Dharmapuri","36034","35312","439","283"
"7","Dindigul","37390","36408","318","664"
"8","Erode","131962","129178","2054","730"
"9","Kallakurichi","36456","35921","321","214"
"10","Kancheepuram","94030","91696","1032","1302"
"11","Kanyakumari","85862","83216","1563","1083"
"12","Karur","29620","28849","399","372"
"13","Krishnagiri","59405","58111","924","370"
"14","Madurai","90853","89069","552","1232"
"15","Mayiladuthurai","26444","25980","137","327"
"16","Nagapattinam","25338","24593","373","372"
"17","Namakkal","67632","65823","1276","533"
"18","Nilgiris","41658","40773","660","225"
"19","Perambalur","14433","14053","131","249"
"20","Pudukottai","34351","33557","370","424"
"21","Ramanathapuram","24603","23966","271","366"
"22","Ranipet","53795","52452","556","787"
"23","Salem","126776","123014","2007","1755"
"24","Sivagangai","23653","23098","337","218"
"25","Tenkasi","32687","32036","161","490"
"26","Thanjavur","91848","89882","930","1036"
"27","Theni","50553","49689","332","532"
"28","Thirupathur","35682","34750","300","632"
"29","Thiruvallur","146808","142959","1917","1932"
"30","Thiruvannamalai","66589","65296","610","683"
"31","Thiruvarur","47844","46665","711","468"
"32","Thoothukudi","64810","64073","292","445"
"33","Tirunelveli","62613","61547","622","444"
"34","Tiruppur","129248","125662","2537","1049"
"35","Trichy","94544","91957","1431","1156"
"36","Vellore","57071","55635","274","1162"
"37","Villupuram","54417","53618","433","366"
"38","Virudhunagar","56696","55736","406","554"
"39","Airport Surveillance 
(International)","1240","1219","20","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,36,262","33,56,648","41,699","37,915"
