,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-12-29,LA,LEH,,,,18419,161,18110,,2021-12-30T12:59:21.139659+05:30,,,,22155,219,21739,602087
1,2021-12-29,LA,KARGIL,,,,3736,58,3629,,2021-12-30T12:59:21.139659+05:30,,,,22155,219,21739,602087
