,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7716,7579,129,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,591598,299393,292205,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,128,733,861,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2076687,2061122,14492,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,68461038,39453346,29007692,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,212632,315364,527996,141,165,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55334,55036,280,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,1452921,804697,648224,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,325,918,1243,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,620357,612059,6160,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,37268959,21715323,15553636,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,7824,143878,151702,120,68,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726529,714277,12096,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,98223058,57508179,40714879,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,74744,369992,444736,47,7,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65796,64617,1079,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,1695918,971738,724180,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,3746,7215,10961,15,17,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007741,993748,13600,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,29462640,17575103,11887537,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,14897,55889,70786,69,19,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10691,10686,4,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,1207739,695966,511773,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,630,2449,3079,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1444179,1417460,25107,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,25922781,15037895,10884886,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,58070,95851,153921,496,172,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,180229,176174,3520,2021-12-29,TT,34808886,480592,34251292,2021-12-29 11:47:43.975272,675246143,2021-12-28 00:00:00,1167612,1431857800,841561625,590296175,2398617,1299882,1098735,https://www.icmr.gov.in/,9195,302,7347,5189929,1745598,6935527,574,2738,3312,112,41,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363449.142857143,1340169.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
