,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Anjaw,0,0,0,0,2,32,0,0.0,0.0,0.0,0.0,10.0,62.0,21089,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1068,3,1065,21036,12130,9616,2021-12-29 23:55:34.502180,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
1,1,1,1,1,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Changlang,0,0,0,0,122,336,0,0.0,0.0,0.0,0.0,230.0,871.0,147951,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3809,22,3787,79529,94078,73682,2021-12-29 23:55:34.502213,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
2,2,2,2,2,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,East Kameng,0,0,0,0,3,12,0,0.0,0.0,0.0,0.0,15.0,163.0,78413,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52766,23579,18928,2021-12-29 23:55:34.502226,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
3,3,3,3,3,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,East Siang,0,0,0,13,28,62,1,0.0,0.0,1.0,76.0,123.0,282.0,99019,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3223,17,3206,62046,56152,46429,2021-12-29 23:55:34.502225,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
4,4,4,4,4,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Kamle,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,22256,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,512,0,512,6582,7475,4810,2021-12-29 23:55:34.502227,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
5,5,5,5,5,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Kra Daadi,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,2.0,2.0,0,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6068,6491,4190,2021-12-29 23:55:34.502231,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
6,6,6,6,6,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Kurung Kumey,0,0,0,0,10,19,0,0.0,0.0,0.0,0.0,76.0,70.0,89717,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,511,1,510,9174,10240,6993,2021-12-29 23:55:34.502233,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
7,7,7,7,7,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Lepa Rada,0,0,0,0,0,8,0,0.0,0.0,0.0,2.0,5.0,50.0,0,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,876,3,873,16800,13540,11230,2021-12-29 23:55:34.502234,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
8,8,8,8,8,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Lohit,1,-23,0,4,6,21,1,2.0,-23.0,1.0,52.0,75.0,258.0,145538,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2891,3,2863,49489,33054,27457,2021-12-29 23:55:34.502235,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
9,9,9,9,9,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Longding,0,24,0,0,5,11,0,0.0,24.0,0.0,4.0,25.0,126.0,60000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,752,26,750,19946,20292,10810,2021-12-29 23:55:34.502237,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
10,10,10,10,10,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Lower Dibang Valley,0,-9,0,14,10,27,0,0.0,-9.0,0.0,27.0,63.0,210.0,53986,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2438,2,2427,47414,33703,25781,2021-12-29 23:55:34.502238,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
11,11,11,11,11,2021-12-29,AR,2,0,1,210,354,1072,21,12.0,0.0,14.0,1110.0,1737.0,5562.0,Lower Siang,0,3,0,1,0,5,0,0.0,3.0,0.0,7.0,29.0,82.0,80597,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,738,11,730,21577,16848,11228,2021-12-29 23:55:34.502240,1504000,2021-12-29 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55336,280,55037,1192757,805051,649296,0,0,0,0,0
