"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","1","0","2080","20","2","0"
"East Jaintia Hills","0","1","0","2673","39","7","0"
"East Khasi Hills","0","1","0","47791","1078","36","17"
"Eastern West Khasi Hills","0","0","0","158","9","2","0"
"North Garo Hills","0","0","0","1918","10","3","0"
"Ri-Bhoi","2","3","0","10552","101","18","1"
"South Garo Hills","1","0","0","1433","15","3","1"
"South West Garo Hills","0","1","0","2248","21","14","0"
"South West Khasi Hills","0","0","0","2716","20","5","0"
"West Garo Hills","1","5","0","11769","84","234","8"
"West Jaintia Hills","2","5","0","7317","141","15","1"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","6","17","0","96325","1616","339","28"
