,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10751,10622,129,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,991263,347616,353284,290363,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339095,2324358,14733,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,110956346,44704036,47578575,18673735,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,14,11,2,27,1,1,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,1924518,961347,821814,141357,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,50330526,24812853,22146985,3370688,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,7,75,18,100,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851426,839120,12303,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,157265601,73481386,67903395,15880820,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,22,38,131,191,0,1,0,,,1332900000,Bihar,119520000
5,Chandigarh,99369,98184,1182,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,2287889,1185495,988400,113994,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,2,81,16,99,0,1,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177800,1163650,14146,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,49167456,21267644,20343642,7556170,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,-2,0,1,-1,1,2,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,1579676,782330,636932,160414,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,1,0,1,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007587,1981044,26523,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,37402309,18295875,15715561,3390873,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,15,36,85,136,6,7,0,,,1332900000,Delhi,19814000
9,Goa,259165,255133,4013,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,2874286,1440022,1295704,138560,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,3,1,0,,,1332900000,Goa,1540000
10,Gujarat,1277795,1266649,11046,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,128086186,54396570,54029770,19659846,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,42,89,419,550,25,6,0,,,1332900000,Gujarat,67936000
11,Haryana,1056757,1046006,10714,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,45510891,23678122,19838330,1994439,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,26,108,158,292,2,2,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312800,308542,4213,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,15322567,6646442,6327390,2348735,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,2,7,9,8,7,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479503,474693,4785,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,24781990,11372544,11768091,1641355,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,5,1,8,14,3,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442579,437246,5331,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,43858917,23967301,17852936,2038680,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,31,363,23,417,2,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4074327,4033585,40311,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,122145287,55173898,55390735,11580654,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,15,15,36,66,64,48,0,,,1332900000,Karnataka,65798000
16,Kerala,6831193,6758153,71588,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,57503141,29150099,25269457,3083585,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,22,91,70,183,55,41,0,,,1332900000,Kerala,35125000
17,Ladakh,29425,29192,231,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,567120,238303,204102,124715,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,145270,61814,60522,22934,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,1,0,1,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8137985,7989207,148423,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,177939351,91668783,76620649,9649919,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,8,33,68,109,80,36,0,,,1332900000,Maharashtra,122153000
20,Manipur,139924,137775,2149,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,3269007,1649447,1339154,280406,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,96788,95163,1625,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,2625436,1446770,1087650,91016,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,1,0,1,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238968,238239,726,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,1793298,894318,750177,148803,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1054970,1044171,10777,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,133937072,60749235,59231996,13955841,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,4,1,1,6,1,1,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35988,35206,782,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,1739606,923850,744858,70898,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,3,1,0,4,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1336716,1327431,9205,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,81545029,35250668,33011991,13282370,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,4,9,10,23,5,2,0,,,1332900000,Odisha,43671000
26,Puducherry,175863,173844,1975,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,2274059,994613,868099,411347,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,4,7,0,,,1332900000,Puducherry,1504000
27,Punjab,784485,765154,19289,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,47043849,24161482,20993570,1888797,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,56,81,49,186,14,18,0,,,1332900000,Punjab,29859000
28,Rajasthan,1315630,1305948,9655,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,115691884,57033372,51029401,7629111,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,2,6,3,11,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,44325,43825,500,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,1360447,591875,554656,213916,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3595057,3556838,38049,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,127520347,61213330,57217035,9089982,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,35,107,139,281,28,14,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,841830,837587,4111,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,77551069,32446776,31558348,13545945,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,30,38,18,86,17,18,0,,,1332900000,Telangana,37220000
32,Tripura,108034,107094,940,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,5918996,2916816,2523858,478322,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,0,0,0,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2128221,2104556,23648,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,392002968,176998325,168968476,46036167,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,11,28,38,77,4,2,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,449487,441731,7753,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,20135131,9118242,8730683,2286206,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,0,3,16,19,0,2,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2118853,2097286,21533,2023-03-08,TT,44688693,530775,44154842,2023-03-08 14:00:03.803891,919378014,2023-03-07 00:00:00,63085,2206404615,1027379728,951897572,227127315,156087129,73526628,66704177,15856324,https://www.icmr.gov.in/,326,0,220,1261,1141,321,2723,5,12,14,31,3,3,0,,,1332900000,West Bengal,96906000
