"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34849","4","0","333","0"
"2","Ballari","0","97842","3","96052","103","0","1687","0"
"3","Belagavi","4","80087","6","79052","88","1","947","0"
"4","Bengaluru Rural","0","62132","1","61217","23","0","892","0"
"5","Bengaluru Urban","211","1260692","162","1238573","5740","0","16378","1"
"6","Bidar","1","24352","0","23943","1","0","404","4"
"7","Chamarajanagara","0","33115","0","32586","15","0","503","11"
"8","Chikkaballapura","2","43994","0","43557","4","0","432","1"
"9","Chikkamagaluru","2","51444","2","50982","64","0","398","0"
"10","Chitradurga","2","36764","1","36519","35","0","210","0"
"11","Dakshina 
Kannada","20","116235","18","114370","165","1","1693","7"
"12","Davanagere","0","51026","0","50410","8","0","608","0"
"13","Dharwada","4","61469","1","60115","28","0","1324","2"
"14","Gadag","0","26074","0","25754","1","0","319","0"
"15","Hassana","5","112251","5","110911","77","0","1261","2"
"16","Haveri","0","21960","0","21316","1","0","643","0"
"17","Kalaburagi","0","61973","0","61142","8","0","823","0"
"18","Kodagu","20","37625","6","37076","212","1","336","1"
"19","Kolara","1","47079","1","46402","34","1","643","0"
"20","Koppala","0","35209","0","34670","11","0","528","0"
"21","Mandya","1","73924","6","73238","31","0","655","0"
"22","Mysuru","19","180185","19","177614","144","0","2427","0"
"23","Raichuru","1","39992","0","39648","11","0","333","0"
"24","Ramanagara","0","24220","0","23892","5","0","323","0"
"25","Shivamogga","3","69712","7","68540","82","0","1090","0"
"26","Tumakuru","6","121258","10","120013","104","0","1141","0"
"27","Udupi","5","77006","3","76481","35","0","490","0"
"28","Uttara Kannada","13","56588","2","55715","99","0","774","0"
"29","Vijayapura","1","36287","0","35787","5","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","321","3003265","253","2957799","7138","4","38299","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 22-12-2021 
 Page 5 of 8","","","","","","","","",""
