"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","8","0","2013","16","14","0"
"East Jaintia Hills","2","3","0","2574","33","17","0"
"East Khasi Hills","13","22","1","46838","1062","272","85"
"Eastern West Khasi Hills","0","5","0","126","6","23","0"
"North Garo Hills","1","1","0","1833","9","28","0"
"Ri-Bhoi","3","10","0","10234","96","92","1"
"South Garo Hills","1","0","0","1326","12","13","1"
"South West Garo Hills","0","2","0","2062","19","20","0"
"South West Khasi Hills","0","1","0","2670","19","12","0"
"West Garo Hills","3","4","0","10606","77","115","4"
"West Jaintia Hills","2","0","0","7115","139","88","6"
"West Khasi Hills","0","3","0","5619","75","22","0"
"Total","25","59","1","93016","1563","716","97"
