,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7688,7551,129,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,559347,297145,262202,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,93,1851,1944,2,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2073390,2056788,14445,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,60729083,35408952,25320131,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,225937,146972,372909,138,118,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55286,54973,280,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,1413038,796483,616555,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,626,1654,2280,1,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,617306,608713,6113,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,33848126,21364387,12483739,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,78128,162344,240472,143,196,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726230,716534,9664,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,83690164,54896993,28793171,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,118960,474475,593435,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65478,64594,820,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,1588096,944710,643386,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,1092,3876,4968,3,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006898,992984,13593,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,26380439,16617555,9762884,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,49105,109786,158891,28,35,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10679,4,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,1121153,675991,445162,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,550,2561,3111,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1441244,1415814,25098,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,23068428,14005365,9063063,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,39477,65143,104620,54,29,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179088,175323,3385,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,2326944,1285559,1041385,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,721,2695,3416,42,28,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827615,817203,10094,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,82320669,45944986,36375683,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,41590,338551,380141,45,45,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771780,761544,10054,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,29092351,18691724,10400627,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,34580,106269,140849,20,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,227405,222756,3852,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,11167429,5834766,5332663,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,3205,68097,71302,51,87,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,337444,331257,4479,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,16832100,9613144,7218956,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,3906,61160,65066,181,168,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349282,344049,5141,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,24942351,16768958,8173393,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,58998,103719,162717,11,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2997246,2952101,38220,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,76495895,45417165,31078730,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,171287,388002,559289,413,256,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5156914,5070497,41124,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,43641448,25755370,17886078,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,25240,198763,224003,4995,4463,269,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21669,21143,215,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,384272,212275,171997,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,70,222,292,27,21,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10397,10330,51,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,105245,55454,49791,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,13,133,146,0,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6637289,6485335,141149,2021-12-04,TT,34624360,470530,34053856,2021-12-04 13:06:33.487605,646026786,2021-12-03 00:00:00,1358704,1265579246,797553875,468025371,117241115,75433820,41807295,https://www.icmr.gov.in/,8603,415,8190,5473079,2378857,7851936,384930,637751,1022681,68,45,100,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.142857143,1340165.5714285714,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
