"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20203","19923","13","267"
"2","Chengalpattu","251148","248193","297","2658"
"3","Chennai","787134","775814","2251","9069"
"4","Coimbatore","338579","335429","532","2618"
"5","Cuddalore","75555","74556","104","895"
"6","Dharmapuri","36730","36411","36","283"
"7","Dindigul","38663","37956","42","665"
"8","Erode","135521","134483","304","734"
"9","Kallakurichi","36910","36686","9","215"
"10","Kancheepuram","97721","96385","34","1302"
"11","Kanyakumari","89125","87890","150","1085"
"12","Karur","30150","29756","22","372"
"13","Krishnagiri","61618","61040","207","371"
"14","Madurai","92865","91565","64","1236"
"15","Mayiladuthurai","27229","26831","68","330"
"16","Nagapattinam","25891","25496","20","375"
"17","Namakkal","69439","68818","87","534"
"18","Nilgiris","42719","42475","18","226"
"19","Perambalur","14885","14608","28","249"
"20","Pudukottai","35141","34696","19","426"
"21","Ramanathapuram","24974","24593","13","368"
"22","Ranipet","55978","55163","28","787"
"23","Salem","130788","128757","269","1762"
"24","Sivagangai","24953","24679","55","219"
"25","Tenkasi","33802","33296","16","490"
"26","Thanjavur","93371","92278","52","1041"
"27","Theni","51769","51215","21","533"
"28","Thirupathur","35999","35339","27","633"
"29","Thiruvallur","152774","150792","42","1940"
"30","Thiruvannamalai","68108","67409","14","685"
"31","Thiruvarur","48897","48394","30","473"
"32","Thoothukudi","67013","66540","25","448"
"33","Tirunelveli","65624","65107","72","445"
"34","Tiruppur","131548","130380","116","1052"
"35","Trichy","97656","96409","86","1161"
"36","Vellore","57973","56752","58","1163"
"37","Villupuram","56063","55642","54","367"
"38","Virudhunagar","59140","58534","51","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1163","1160","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,66,635","35,23,262","5,339","38,034"
