,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
24,Nagaland,32014,31159,694,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,1239990,718596,521394,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,50,46,96,17,21,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1045656,1034759,8379,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,40578981,26903195,13675786,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,5469,8569,14038,185,254,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128462,126291,1866,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,1168970,740893,428077,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,57,154,211,18,9,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602825,585931,16573,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,23003162,16217386,6785776,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,1429,2733,4162,47,42,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954524,945495,8954,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,64512104,42896882,21615222,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,2621,9058,11679,5,12,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32101,31585,401,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,983423,522481,460942,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,0,0,0,0,4,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2715632,2669848,36296,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,62238976,42292499,19946477,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,3299,5690,8989,802,918,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,673722,666012,3975,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,35031008,23789420,11241588,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,3619,4087,7706,148,151,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84682,83751,817,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,4380225,2524178,1856047,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,83,886,969,11,11,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710280,1687272,22909,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,141509497,102451969,39057528,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,16999,17489,34488,7,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344050,336474,7403,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,11896848,7517887,4378961,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,126,777,903,7,11,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1604975,1577609,19319,2021-11-15,TT,34456401,463852,33861756,2021-11-16 06:07:00.697733,625774159,2021-11-15 00:00:00,1107617,1130251545,755088756,375162789,84917816,60302510,24615306,https://www.icmr.gov.in/,8865,197,11971,139019,80616,219635,5898,6969,12867,782,792,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,76555057,55243417,21311639,,,1332900000,West Bengal,96906000
