"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20200","19918","15","267"
"2","Chengalpattu","251079","248090","331","2658"
"3","Chennai","786936","775609","2258","9069"
"4","Coimbatore","338432","335276","538","2618"
"5","Cuddalore","75533","74533","105","895"
"6","Dharmapuri","36723","36394","46","283"
"7","Dindigul","38647","37941","41","665"
"8","Erode","135450","134401","315","734"
"9","Kallakurichi","36904","36683","6","215"
"10","Kancheepuram","97702","96363","37","1302"
"11","Kanyakumari","89096","87853","158","1085"
"12","Karur","30145","29749","24","372"
"13","Krishnagiri","61555","60973","211","371"
"14","Madurai","92845","91540","69","1236"
"15","Mayiladuthurai","27213","26816","67","330"
"16","Nagapattinam","25887","25494","18","375"
"17","Namakkal","69414","68783","97","534"
"18","Nilgiris","42712","42466","20","226"
"19","Perambalur","14884","14604","31","249"
"20","Pudukottai","35136","34690","20","426"
"21","Ramanathapuram","24971","24592","11","368"
"22","Ranipet","55956","55135","34","787"
"23","Salem","130702","128675","265","1762"
"24","Sivagangai","24939","24667","53","219"
"25","Tenkasi","33800","33289","21","490"
"26","Thanjavur","93357","92259","57","1041"
"27","Theni","51761","51206","22","533"
"28","Thirupathur","35993","35326","34","633"
"29","Thiruvallur","152749","150758","51","1940"
"30","Thiruvannamalai","68091","67392","14","685"
"31","Thiruvarur","48885","48382","30","473"
"32","Thoothukudi","67005","66527","30","448"
"33","Tirunelveli","65603","65092","66","445"
"34","Tiruppur","131513","130334","127","1052"
"35","Trichy","97635","96370","104","1161"
"36","Vellore","57961","56740","58","1163"
"37","Villupuram","56043","55619","57","367"
"38","Virudhunagar","59126","58523","48","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1163","1158","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,65,562","35,22,032","5,496","38,034"
