"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","25","36","61104","0","4511","65609","0"
"Bageshwar","0","3","33938","0","2088","36022","0"
"Chamoli","75","78","46049","0","3197","49244","5"
"Champawat","63","83","59129","0","1909","61035","21"
"Dehradun","351","226","354959","5","32865","387689","44"
"Haridwar","108","123","301065","2","13068","314103","16"
"Nainital","262","343","76433","1","11308","87671","21"
"Pauri Garhwal","207","195","89836","0","5265","95094","65"
"Pithoragarh","1","3","38973","0","2558","41519","0"
"Rudraprayag","31","20","26212","0","2702","28914","3"
"Tehri Garhwal","112","28","32511","0","2351","34855","2"
"US Nagar","64","9","130473","1","8783","139232","20"
"Uttarkashi","81","1","35930","0","1639","37567","1"
"Total","1380","1148","1286612","9","92244","1378554","198"
