"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4511","4125","2","4","380"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3197","3088","0","3","106"
"Champawat","1909","1887","1","1","20"
"Dehradun","32865","32317","12","173","363"
"Haridwar","13068","12806","3","25","234"
"Nainital","11308","11239","3","29","37"
"Pauri Garhwal","5265","4279","0","18","968"
"Pithoragarh","2558","2420","0","4","134"
"Rudraprayag","2702","2572","2","2","126"
"Tehri Garhwal","2351","2021","0","5","325"
"U.S. Nagar","8783","8510","0","5","268"
"Uttarkashi","1639","1464","2","5","168"
"Total","92244","88729","26","274","3215"
