"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","11","40573","64","39828","385","1","360","0"
"2","Ballari","26","115124","138","112235","1144","3","1743","2"
"3","Belagavi","50","99604","887","95369","3241","0","994","0"
"4","Bengaluru Rural","11","79197","111","77907","384","0","906","0"
"5","Bengaluru Urban","765","1772387","2548","1744505","11101","6","16780","1"
"6","Bidar","7","29757","29","29256","79","0","418","4"
"7","Chamarajanagara","29","43461","101","42599","330","0","521","11"
"8","Chikkaballapura","12","55507","54","54686","363","0","457","1"
"9","Chikkamagaluru","12","57080","45","56410","264","0","406","0"
"10","Chitradurga","31","45948","57","44910","805","0","233","0"
"11","Dakshina 
Kannada","47","135098","204","132697","569","4","1823","9"
"12","Davanagere","9","57461","27","56636","204","0","621","0"
"13","Dharwada","32","83809","137","82049","401","2","1357","2"
"14","Gadag","18","30540","32","30098","107","0","335","0"
"15","Hassana","13","143584","148","141908","373","2","1301","2"
"16","Haveri","13","26713","41","25943","103","0","667","0"
"17","Kalaburagi","14","76390","68","75146","370","0","874","0"
"18","Kodagu","20","48909","8","48017","545","0","346","1"
"19","Kolara","11","62860","59","62022","177","1","661","0"
"20","Koppala","8","41221","50","40469","216","0","536","0"
"21","Mandya","13","101301","108","100316","286","0","699","0"
"22","Mysuru","66","228727","261","225212","963","1","2552","0"
"23","Raichuru","2","45393","17","44782","253","1","358","0"
"24","Ramanagara","19","29691","27","29228","117","0","346","0"
"25","Shivamogga","36","82951","117","80798","1027","0","1125","1"
"26","Tumakuru","48","159294","206","156680","1406","1","1208","0"
"27","Udupi","50","95281","89","94179","566","2","536","0"
"28","Uttara Kannada","17","70927","59","69548","573","1","806","0"
"29","Vijayapura","11","40910","47","40023","378","1","509","0"
"30","Yadagiri","4","29908","23","29596","102","0","210","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","1405","3929642","5762","3863085","26832","26","39691","34"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 15-02-2022 
 Page 5 of 18","","","","","","","","",""
