District,Recovered,Deceased,Active
कन्नौज,9992,119,318
बादा,11397.0,163.0,311.0
हापड़ु,14650.0,221.0,301.0
सतं कबीर नगर,8474.0,98.0,283.0
बलिया,22142.0,242.0,278.0
सलु्तानपरु,16206.0,143.0,263.0
इटावा,15297.0,295.0,257.0
कानपरु देहात,6564.0,110.0,246.0
अमठेी,10923.0,144.0,239.0
अम्बडेकर नगर,5443.0,155.0,236.0
चित्रकूट,7388.0,79.0,229.0
भदोही,7974.0,164.0,221.0
हमीरपरु,5520.0,102.0,192.0
क्रिरोजाबाद,10188.0,136.0,191.0
कुशीनगर,15804.0,231.0,185.0
रामपरु,14298.0,152.0,181.0
बस्ती,12420.0,332.0,180.0
मनैपरुी,11174.0,189.0,174.0
औरैय्या,10464.0,208.0,173.0
अयोध्या,18289.0,291.0,166.0
चदंौली,17086.0,367.0,166.0
बागपत,10758.0,140.0,162.0
सभंल,10777.0,108.0,154.0
मऊ,8691.0,82.0,153.0
श्रावस्ती,4831.0,37.0,148.0
प्रतापगढ़,16295.0,164.0,135.0
कौशाम्बी,4544.0,72.0,134.0
बलरामपुर,7877.0,139.0,133.0
ममर्ाुपरु,11689.0,119.0,113.0
हाथरस,3609.0,43.0,65.0
महोबा,4296.0,88.0,51.0
कासगजं,4765.0,54.0,33.0
