District,Recovered,Deceased,Active
लखनऊ,277880,2668,8812
गौतम,91960,484,2669
झाँसी,40334,668,2190
गाज़ियाबाद,80662,470,1841
प्रयागराज,84254,1097,1634
वाराणसी,94067,981,1616
कानपरु नगर,89022,1919,1456
लखीमपरु-खीरी,27043,298,1418
मरेठ,85934,923,1218
गोरखपरु,64032,858,1013
राय बरेली,19196,345,961
बलुदंशहर,24766,249,932
बरेली,48619,377,891
शाहजहांपरु,22507,445,865
आगरा,34242,462,672
बिजनौर,17325,131,657
बाराबंकी,22385,225,656
मजुफ्फरनगर,37313,275,607
आजमगढ़,18479,231,586
सिद्धार्थ,10456,102,585
हरदोई,15833,359,572
सहारनपरु,37511,424,557
सीतापुर,14299,186,553
देवरिया,21367,226,520
जालौन,12601,205,508
उन्नाव,15858,256,484
मरुादाबाद,45360,363,449
अलीगढ,24713,112,438
लसलतपरु,13542,130,437
शामली,15944,48,421
अमरोहा,18520,205,420
बहराइच,12577,178,403
पीलीभीत,11807,198,402
एटा,11497,100,392
बदाय,16963,101,387
फर्रखाबाद,11330,195,379
फतहेपरु,7411,141,379
महाराजगंज,13529,143,378
मथुरा,24834,405,377
गाजीपरु,23097,289,368
सोनभद्र,17902,255,361
गोंडा,13438,279,340
जौनपरु,23535,240,323
