Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2022-01-06,GJ,Ahmedabad,2022-01-06 22:46:58.267512,,,246744,3412,236305,5816761,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Amreli,2022-01-06 22:46:58.267512,,,10867,103,10727,674980,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Anand,2022-01-06 22:46:58.267512,,,10159,51,9694,651342,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Aravalli,2022-01-06 22:46:58.267512,,,5214,79,5111,409531,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Banaskantha,2022-01-06 22:46:58.267512,,,13674,162,13488,995632,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Bharuch,2022-01-06 22:46:58.267512,,,11619,118,11346,591638,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Bhavnagar,2022-01-06 22:46:58.267512,,,21661,303,21203,1336060,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Botad,2022-01-06 22:46:58.267512,,,2219,42,2176,280501,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Chhota Udaipur,2022-01-06 22:46:58.267512,,,3398,38,3357,318384,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Dahod,2022-01-06 22:46:58.267512,,,9996,38,9920,799223,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Dang,2022-01-06 22:46:58.267512,,,868,18,849,94514,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Devbhumi Dwarka,2022-01-06 22:46:58.267512,,,4229,83,4098,280626,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Gandhinagar,2022-01-06 22:46:58.267512,,,21149,205,20614,934102,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Gir Somnath,2022-01-06 22:46:58.267512,,,8628,67,8533,427226,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Jamnagar,2022-01-06 22:46:58.267512,,,35247,483,34631,977116,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Junagadh,2022-01-06 22:46:58.267512,,,20628,272,20318,983693,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Kutch,2022-01-06 22:46:58.267512,,,12992,145,12646,936631,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Kheda,2022-01-06 22:46:58.267512,,,10811,49,10505,723048,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Mahisagar,2022-01-06 22:46:58.267512,,,8249,72,8141,443753,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Mehsana,2022-01-06 22:46:58.267512,,,24520,177,24274,837504,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Morbi,2022-01-06 22:46:58.267512,,,6613,87,6422,441556,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Narmada,2022-01-06 22:46:58.267512,,,5965,15,5944,297146,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
2022-01-06,GJ,Navsari,2022-01-06 22:46:58.267512,,,7521,29,7332,522486,2022-01-06 22:46:58.266811,2022-01-06 22:46:58.267891,,,844694,10124,820224,34933138
