,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-01-06,AP,Anantapur,,,,158390,1093,157189,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
1,2022-01-06,AP,Chittoor,,,,249083,1959,246745,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
2,2022-01-06,AP,East Godavari,,,,295244,1290,293747,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
3,2022-01-06,AP,Guntur,,,,179511,1259,178055,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
4,2022-01-06,AP,YSR Kadapa,,,,116038,644,115348,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
5,2022-01-06,AP,Krishna,,,,120979,1481,119172,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
6,2022-01-06,AP,Kurnool,,,,124270,854,123371,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
7,2022-01-06,AP,S.P.S. Nellore,,,,147235,1060,146014,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
8,2022-01-06,AP,Prakasam,,,,138839,1130,137676,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
9,2022-01-06,AP,Srikakulam,,,,123784,792,122890,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
10,2022-01-06,AP,Visakhapatnam,,,,159265,1141,157686,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
11,2022-01-06,AP,Vizianagaram,,,,83197,673,82439,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
12,2022-01-06,AP,West Godavari,,,,180193,1124,178930,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
14,2022-01-06,AP,Other States,,,,2461,0,2461,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
15,2022-01-06,AP,Other Countries,,,,434,0,434,,2022-04-06T22:35:04.511963+05:30,,,,2078923,14500,2062157,,0,0
