"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4541","4143","6","4","388"
"Bageshwar","2094","2003","0","0","91"
"Chamoli","3221","3104","8","3","106"
"Champawat","1914","1891","2","1","20"
"Dehradun","33561","32867","151","176","367"
"Haridwar","13208","12921","28","25","234"
"Nainital","11412","11310","19","29","54"
"Pauri Garhwal","5292","4299","6","18","969"
"Pithoragarh","2564","2420","3","4","137"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2393","2029","5","5","354"
"U.S. Nagar","8836","8533","6","5","292"
"Uttarkashi","1687","1501","9","5","172"
"Total","93439","89606","243","277","3313"
