"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","42","35927","145","35271","318","3","338","0"
"2","Ballari","845","104665","449","97304","5672","0","1689","0"
"3","Belagavi","405","84917","242","80144","3819","3","954","0"
"4","Bengaluru Rural","958","70573","443","63138","6539","0","896","0"
"5","Bengaluru Urban","17266","1559358","22511","1324538","218329","6","16490","1"
"6","Bidar","138","26585","173","24776","1399","0","406","4"
"7","Chamarajanagara","397","35843","111","33325","2001","1","506","11"
"8","Chikkaballapura","892","49009","571","44519","4052","0","437","1"
"9","Chikkamagaluru","166","54214","193","51844","1972","0","398","0"
"10","Chitradurga","622","40064","232","37074","2776","0","214","0"
"11","Dakshina 
Kannada","795","126954","992","119535","5700","3","1712","7"
"12","Davanagere","645","53593","298","51204","1780","0","609","0"
"13","Dharwada","790","68545","661","63643","3571","1","1329","2"
"14","Gadag","306","27889","109","26196","1372","0","321","0"
"15","Hassana","2679","127826","1242","115761","10794","1","1269","2"
"16","Haveri","124","22565","19","21504","416","0","645","0"
"17","Kalaburagi","665","68653","247","62752","5066","2","835","0"
"18","Kodagu","653","40091","142","38198","1553","1","339","1"
"19","Kolara","1417","53853","541","49133","4076","0","644","0"
"20","Koppala","138","36692","60","35016","1148","0","528","0"
"21","Mandya","1822","85968","647","78531","6776","1","661","0"
"22","Mysuru","4601","198671","1050","183694","12526","1","2451","0"
"23","Raichuru","236","42110","186","40188","1587","0","335","0"
"24","Ramanagara","506","27040","188","24692","2020","0","328","0"
"25","Shivamogga","474","74028","1","69661","3273","1","1093","1"
"26","Tumakuru","3417","138629","2723","125762","11715","1","1152","0"
"27","Udupi","877","85681","600","79084","6102","0","495","0"
"28","Uttara Kannada","390","61535","265","58207","2546","0","782","0"
"29","Vijayapura","125","37859","77","36278","1083","1","498","0"
"30","Yadagiri","79","28099","22","27427","466","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","42470","3467472","35140","3098432","330447","26","38563","30"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 22-01-2022 
 Page 5 of 73","","","","","","","","",""
