"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","18","39","70400","0","4898","75292","0"
"Bageshwar","9","10","39668","0","2160","41824","0"
"Chamoli","44","21","51709","4","3361","55068","0"
"Champawat","11","14","65438","1","1993","67428","0"
"Dehradun","409","386","415283","9","38798","453946","31"
"Haridwar","129","181","326239","3","14049","340258","9"
"Nainital","206","181","106921","16","13381","120232","12"
"Pauri Garhwal","98","87","108298","1","5589","113880","4"
"Pithoragarh","12","16","44644","0","2750","47382","0"
"Rudraprayag","35","8","31303","0","3050","34353","0"
"Tehri Garhwal","94","78","48691","0","2618","51302","3"
"US Nagar","256","163","159870","0","9316","169162","22"
"Uttarkashi","16","3","47389","0","1917","49304","0"
"Total","1337","1187","1515853","34","103880","1619431","81"
