"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16946","16666","16","264"
"2","Chengalpattu","174873","171818","510","2545"
"3","Chennai","560590","550618","1332","8640"
"4","Coimbatore","252520","248925","1096","2499"
"5","Cuddalore","64520","63585","61","874"
"6","Dharmapuri","28954","28601","74","279"
"7","Dindigul","33320","32624","44","652"
"8","Erode","107390","106110","572","708"
"9","Kallakurichi","31597","31371","16","210"
"10","Kancheepuram","75965","74531","168","1266"
"11","Kanyakumari","63031","61820","150","1061"
"12","Karur","24904","24385","155","364"
"13","Krishnagiri","44060","43580","123","357"
"14","Madurai","75638","74391","61","1186"
"15","Mayiladuthurai","23420","23082","19","319"
"16","Nagapattinam","21411","21018","33","360"
"17","Namakkal","54355","53407","432","516"
"18","Nilgiris","34389","33991","180","218"
"19","Perambalur","12127","11868","14","245"
"20","Pudukottai","30375","29928","26","421"
"21","Ramanathapuram","20662","20285","18","359"
"22","Ranipet","43660","42841","41","778"
"23","Salem","102217","100068","426","1723"
"24","Sivagangai","20483","20223","50","210"
"25","Tenkasi","27411","26910","15","486"
"26","Thanjavur","76365","75208","154","1003"
"27","Theni","43620","43090","8","522"
"28","Thirupathur","29449","28790","32","627"
"29","Thiruvallur","120663","118598","208","1857"
"30","Thiruvannamalai","55321","54582","66","673"
"31","Thiruvarur","41989","41480","47","462"
"32","Thoothukudi","56559","56119","28","412"
"33","Tirunelveli","49743","49258","51","434"
"34","Tiruppur","98233","96704","512","1017"
"35","Trichy","78780","77527","159","1094"
"36","Vellore","50398","49148","109","1141"
"37","Villupuram","46086","45690","38","358"
"38","Virudhunagar","46422","45857","16","549"
"39","Airport Surveillance 
(International)","1053","1035","17","1"
"40","Airport Surveillance 
(Domestic)","1086","1084","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,41,013","26,97,244","7,078","36,691"
