"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35187","2","34854","0","0","333","0"
"2","Ballari","11","97880","1","96061","132","0","1687","0"
"3","Belagavi","14","80180","4","79114","118","0","948","0"
"4","Bengaluru Rural","8","62178","3","61236","50","0","892","0"
"5","Bengaluru Urban","1041","1266392","134","1240408","9575","3","16408","1"
"6","Bidar","1","24355","0","23943","4","0","404","4"
"7","Chamarajanagara","0","33124","4","32601","8","0","504","11"
"8","Chikkaballapura","2","44011","3","43565","13","0","432","1"
"9","Chikkamagaluru","2","51474","3","51038","38","0","398","0"
"10","Chitradurga","1","36785","2","36553","20","1","212","0"
"11","Dakshina 
Kannada","52","116545","9","114569","274","0","1695","7"
"12","Davanagere","2","51038","0","50413","17","0","608","0"
"13","Dharwada","19","61560","2","60154","79","0","1325","2"
"14","Gadag","1","26076","0","25755","2","0","319","0"
"15","Hassana","11","112365","7","110996","104","1","1263","2"
"16","Haveri","0","21961","0","21318","0","0","643","0"
"17","Kalaburagi","9","62018","1","61152","43","0","823","0"
"18","Kodagu","10","37810","7","37337","134","0","338","1"
"19","Kolara","6","47173","8","46472","58","0","643","0"
"20","Koppala","1","35210","0","34672","10","0","528","0"
"21","Mandya","13","74009","2","73266","86","0","657","0"
"22","Mysuru","14","180338","12","177779","131","0","2428","0"
"23","Raichuru","2","39994","0","39659","2","0","333","0"
"24","Ramanagara","0","24226","1","23897","6","0","323","0"
"25","Shivamogga","13","69750","0","68571","89","0","1090","0"
"26","Tumakuru","6","121367","4","120158","65","0","1144","0"
"27","Udupi","43","77263","9","76544","228","0","491","0"
"28","Uttara Kannada","2","56684","12","55870","36","0","778","0"
"29","Vijayapura","5","36308","2","35792","21","0","495","0"
"30","Yadagiri","1","27550","0","27342","2","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","1290","3010847","232","2961122","11345","5","38351","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
Date: 03-01-2022  
 Page 5 of 7","","","","","","","","",""
