"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4749","4260","69","4","416"
"Bageshwar","2135","2012","24","0","99"
"Chamoli","3293","3153","27","3","110"
"Champawat","1967","1912","32","1","22"
"Dehradun","37068","35495","969","190","414"
"Haridwar","13750","13289","196","27","238"
"Nainital","12340","11945","310","30","55"
"Pauri Garhwal","5434","4383","58","19","974"
"Pithoragarh","2617","2453","16","4","144"
"Rudraprayag","2874","2656","81","2","135"
"Tehri Garhwal","2557","2079","32","7","439"
"U.S. Nagar","9101","8714","72","6","309"
"Uttarkashi","1832","1626","19","6","181"
"Total","99717","93977","1905","299","3536"
