TT|2022-05-13 07:55:10.501810|GetSource|ERR|File Not Found
TT|2022-05-13 09:55:10.637783|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 09:55:22.949073|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 11:54:23.370098|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 11:54:38.007522|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 11:55:09.871293|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 11:55:23.583756|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 19:55:10.789792|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 19:55:27.189596|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 20:55:10.671503|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 20:55:25.760816|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 21:55:12.950339|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 21:55:32.195550|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 22:55:10.360149|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 22:55:30.007602|ExtractFromHTML|OK|COMPLETED
TT|2022-05-13 23:55:10.821749|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-13 23:55:29.434625|ExtractFromHTML|OK|COMPLETED
TT|2022-05-14 07:55:10.728255|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-14 07:57:52.886251|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-14 07:58:10.281066|ExtractFromHTML|OK|COMPLETED
TT|2022-05-14 08:00:39.087792|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-05-14 08:00:56.052806|ExtractFromHTML|OK|COMPLETED
TT|2022-05-14 09:55:10.704505|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
