District,Recovered,Deceased,Active
मजुफ्फरनगर,38325,277,2
लसद्धाथ ुनगर,11524.0,102.0,2.0
सोनभद्र,18648.0,257.0,2.0
औरैय्या,10784.0,211.0,1.0
अयोध्या,18676.0,293.0,1.0
चचत्रकूट,7761.0,79.0,1.0
क्रिरोजाबाद,10564.0,136.0,1.0
गोंडा,14120.0,285.0,1.0
महोबा,4470.0,89.0,1.0
मऊ,8937.0,86.0,1.0
लमर्ाुपरु,11953.0,126.0,1.0
मरुादाबाद,46070.0,368.0,1.0
प्रतापगढ़,16743.0,163.0,1.0
सभंल,11024.0,109.0,1.0
शाहजहांपरु,24400.0,447.0,1.0
सीतापरु,15756.0,187.0,1.0
बदाय,17911.0,101.0,0.0
बलरामपरु,8115.0,139.0,0.0
बरेली,50091.0,377.0,0.0
बहराइच,13411.0,178.0,0.0
एटा,12104.0,100.0,0.0
गाजीपरु,23876.0,295.0,0.0
हमीरपरु,6064.0,102.0,0.0
हापड़ु,15190.0,224.0,0.0
हाथरस,3716.0,43.0,0.0
कानपरु देहात,7126.0,110.0,0.0
कासगजं,4885.0,55.0,0.0
कौशाम्बी,4878.0,72.0,0.0
पीलीभीत,12728.0,205.0,0.0
रामपरु,14607.0,153.0,0.0
शामली,16695.0,48.0,0.0
श्रावस्ती,5233.0,42.0,0.0
