District,Recovered,Deceased,Active
गोरखपरु,65745,866,198
गौतम बिु नगर,97904,490,76
बाराबकंी,23608,225,75
लखनऊ,293869,2694,45
सलु्तानपरु,16837,144,29
गाज़ियाबाद,84326,473,27
कुशीनगर,16211,235,22
मरेठ,88048,931,19
झासी,43869,675,17
लखीमपरु-खीरी,29992,299,15
लललतपरु,14732,134,15
प्रयागराज,87338,1112,15
उन्नाव,16891,257,15
अम्बडेकर नगर,5934,167,14
हरदोई,17259,370,14
कन्नौज,10810,126,14
राय बरेली,21304,348,14
आगरा,35686,465,11
फरु्रखाबाद,11875,197,10
अमरोहा,19286,207,8
जालौन,13850,208,8
सहारनपरु,38360,427,8
आजमगढ़,19431,235,7
इटावा,15773,296,7
महाराजगजं,14689,146,7
बादा,12050,166,6
जौनपरु,24364,244,6
कानपरु नगर,91497,1923,6
अमठेी,11487,145,5
बस्ती,12795,337,5
मनैपरुी,11476,189,5
बागपत,11059,143,4
बबजनौर,18282,139,4
िाराणसी,97553,988,4
अलीगढ,25473,113,3
बलुदंशहर,26329,252,3
चदंौली,17529,378,3
देवररया,22399,230,3
फतहेपरु,8290,141,3
सतं कबीर नगर,8850,101,3
बललया,22516,246,2
भदोही,8474,165,2
मथरुा,25580,406,2
