,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10740,10602,129,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,990496,347585,353044,289867,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,1,0,21,22,3,1,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338961,2324099,14733,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,110400854,44699891,47569821,18131142,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,33,57,10282,10372,12,22,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66880,66579,296,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,1892700,958990,818095,115615,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,34,48,485,567,1,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746065,735472,8035,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,50189440,24804319,22091596,3293525,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,73,706,922,1701,6,10,0,,,1332900000,Assam,34293000
4,Bihar,851215,838837,12302,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,156735355,73414618,67738440,15582297,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,1482,4955,13443,19880,1,23,0,,,1332900000,Bihar,119520000
5,Chandigarh,99305,98108,1181,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,2279398,1184684,984508,110206,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,4,25,18,47,6,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177571,1163271,14143,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,48953909,21259289,20285731,7408889,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,152,1235,1973,3360,21,24,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,1576853,782090,636563,158200,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,5,21,57,83,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2006324,1979509,26509,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,37317471,18287232,15698133,3332106,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,118,304,801,1223,58,105,0,,,1332900000,Delhi,19814000
9,Goa,258773,254655,4013,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,2870960,1439664,1294882,136414,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,11,30,49,90,24,22,0,,,1332900000,Goa,1540000
10,Gujarat,1276896,1265434,11039,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,127480326,54378101,53981403,19120822,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,200,610,6902,7712,57,17,0,,,1332900000,Gujarat,67936000
11,Haryana,1056215,1045295,10712,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,45420825,23668873,19817670,1934282,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,64,152,283,499,29,46,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312460,308220,4211,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,15178859,6643229,6312855,2222775,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,75,478,1888,2441,2,2,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479300,474483,4785,2022-11-03,TT,44657149,530461,44110590,2022-11-03 14:25:50.458818,901414928,2022-11-02 00:00:00,164629,2196759198,1026879703,950176194,219703301,24694548,11370041,11762821,1561686,https://www.icmr.gov.in/,1321,9,1457,113144,30508,8186,151838,16,30,1480,1526,5,2,0,,,1332900000,Jammu and Kashmir,13203000
