"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2066","18","6","1"
"East Jaintia Hills","1","2","0","2645","39","10","0"
"East Khasi Hills","1","5","0","47577","1076","102","30"
"Eastern West Khasi Hills","0","0","0","151","8","6","0"
"North Garo Hills","0","0","0","1907","9","15","0"
"Ri-Bhoi","2","7","0","10482","101","28","4"
"South Garo Hills","2","2","1","1388","14","30","5"
"South West Garo Hills","0","10","0","2176","21","34","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","8","39","0","11452","83","408","8"
"West Jaintia Hills","2","3","0","7245","139","28","2"
"West Khasi Hills","1","0","0","5668","78","5","0"
"Total","17","68","1","95458","1606","672","50"
