"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","21","1","0","0","1899","1864","14"
"East Jaintia Hills","3","0","0","0","2440","2405","32"
"East Khasi Hills","272","66","7","0","41576","40310","994"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","13","0","1","0","9725","9622","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","18","2","1","0","9075","8984","73"
"West Jaintia Hills","10","0","1","0","6819","6674","135"
"West Khasi Hills","19","2","2","0","5506","5413","74"
"Total","356","71","12","0","84364","82541","1467"
