"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20235","19956","12","267"
"2","Chengalpattu","252119","249078","382","2659"
"3","Chennai","789493","778066","2358","9069"
"4","Coimbatore","340048","336999","431","2618"
"5","Cuddalore","75769","74814","59","896"
"6","Dharmapuri","36803","36506","14","283"
"7","Dindigul","38930","38189","76","665"
"8","Erode","136105","135188","183","734"
"9","Kallakurichi","36924","36703","6","215"
"10","Kancheepuram","97979","96636","40","1303"
"11","Kanyakumari","89762","88467","210","1085"
"12","Karur","30235","29836","27","372"
"13","Krishnagiri","62066","61552","142","372"
"14","Madurai","93022","91710","76","1236"
"15","Mayiladuthurai","27351","26966","55","330"
"16","Nagapattinam","25967","25579","13","375"
"17","Namakkal","69680","69094","52","534"
"18","Nilgiris","42814","42550","38","226"
"19","Perambalur","14900","14621","30","249"
"20","Pudukottai","35220","34760","34","426"
"21","Ramanathapuram","24995","24613","14","368"
"22","Ranipet","56320","55490","43","787"
"23","Salem","131397","129476","157","1764"
"24","Sivagangai","25070","24802","49","219"
"25","Tenkasi","33863","33357","16","490"
"26","Thanjavur","93464","92386","37","1041"
"27","Theni","51822","51271","18","533"
"28","Thirupathur","36082","35435","14","633"
"29","Thiruvallur","153129","151130","58","1941"
"30","Thiruvannamalai","68280","67581","14","685"
"31","Thiruvarur","48959","48475","11","473"
"32","Thoothukudi","67146","66644","54","448"
"33","Tirunelveli","65872","65324","103","445"
"34","Tiruppur","131966","130814","100","1052"
"35","Trichy","97917","96664","92","1161"
"36","Vellore","58078","56875","40","1163"
"37","Villupuram","56230","55847","16","367"
"38","Virudhunagar","59317","58682","80","555"
"39","Airport Surveillance 
(International)","1394","1388","5","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,78,317","35,35,117","5,159","38,041"
