,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-04-09,HR,Foreign Evacuees,,,,,,,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
1,2022-04-09,HR,Ambala,,,,40758,542,40216,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
2,2022-04-09,HR,Bhiwani,,,,26488,665,25821,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
3,2022-04-09,HR,Charkhi Dadri,,,,7427,145,7281,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
4,2022-04-09,HR,Faridabad,,,,127104,739,126316,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
5,2022-04-09,HR,Fatehabad,,,,20058,498,19557,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
6,2022-04-09,HR,Gurugram,,,,261380,1006,260081,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
7,2022-04-09,HR,Hisar,,,,62049,1175,60872,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
8,2022-04-09,HR,Italians,,,,,,,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
9,2022-04-09,HR,Jhajjar,,,,23426,350,23070,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
10,2022-04-09,HR,Jind,,,,24348,542,23806,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
11,2022-04-09,HR,Kaithal,,,,14229,371,13857,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
12,2022-04-09,HR,Karnal,,,,48172,596,47575,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
13,2022-04-09,HR,Kurukshetra,,,,26824,397,26425,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
14,2022-04-09,HR,Mahendragarh,,,,24754,165,24589,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
15,2022-04-09,HR,Nuh,,,,6108,139,5968,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
16,2022-04-09,HR,Palwal,,,,13475,170,13305,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
17,2022-04-09,HR,Panchkula,,,,44137,414,43719,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
18,2022-04-09,HR,Panipat,,,,36059,672,35387,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
19,2022-04-09,HR,Rewari,,,,24589,224,24365,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
20,2022-04-09,HR,Rohtak,,,,31823,537,31269,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
21,2022-04-09,HR,Sirsa,,,,33372,539,32833,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
22,2022-04-09,HR,Sonipat,,,,58559,276,58279,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
23,2022-04-09,HR,Yamunanagar,,,,30649,455,30194,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
24,2022-04-09,HR,Unknown,,,,0.0,0.0,0,,2022-04-10 11:55:23.141226,,,,985788,10617,974785,17124891,0,0
