"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19794","19066","461","267"
"2","Chengalpattu","233012","224639","5726","2647"
"3","Chennai","745246","727254","8955","9037"
"4","Coimbatore","325864","314519","8747","2598"
"5","Cuddalore","73894","71893","1111","890"
"6","Dharmapuri","35959","34808","868","283"
"7","Dindigul","37345","36010","673","662"
"8","Erode","131537","127377","3430","730"
"9","Kallakurichi","36410","35541","655","214"
"10","Kancheepuram","93855","90886","1669","1300"
"11","Kanyakumari","85676","82450","2143","1083"
"12","Karur","29521","28594","556","371"
"13","Krishnagiri","59284","57316","1598","370"
"14","Madurai","90750","88346","1174","1230"
"15","Mayiladuthurai","26411","25670","417","324"
"16","Nagapattinam","25263","24209","683","371"
"17","Namakkal","67394","65046","1816","532"
"18","Nilgiris","41507","40216","1066","225"
"19","Perambalur","14418","13973","197","248"
"20","Pudukottai","34280","33074","783","423"
"21","Ramanathapuram","24572","23702","504","366"
"22","Ranipet","53703","51780","1137","786"
"23","Salem","126376","121560","3065","1751"
"24","Sivagangai","23581","22852","511","218"
"25","Tenkasi","32675","31635","550","490"
"26","Thanjavur","91696","89183","1478","1035"
"27","Theni","50520","49323","665","532"
"28","Thirupathur","35660","34263","766","631"
"29","Thiruvallur","146471","142077","2469","1925"
"30","Thiruvannamalai","66495","64681","1131","683"
"31","Thiruvarur","47744","46263","1013","468"
"32","Thoothukudi","64766","63655","667","444"
"33","Tirunelveli","62523","60783","1296","444"
"34","Tiruppur","128763","122975","4741","1047"
"35","Trichy","94336","91197","1986","1153"
"36","Vellore","57039","55419","458","1162"
"37","Villupuram","54327","52968","993","366"
"38","Virudhunagar","56629","55263","812","554"
"39","Airport Surveillance 
(International)","1240","1217","22","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,28,068","33,23,214","66,992","37,862"
