,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Amritsar,0,0,0,,3501,8511,0,10,7.0,1.0,10.0,,20093.0,43824.0,0,2490891,,,,47439,1599,45838,,1407807,681770,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
1,1,1,1,1,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Barnala,0,0,0,,191,1078,0,0,1.0,0.0,0.0,,1581.0,8515.0,0,596294,,,,5956,244,5705,,355158,154122,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
2,2,2,2,2,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Bathinda,0,0,7,,1190,3476,0,2,17.0,0.0,10.0,,7436.0,20136.0,0,1388859,,,,41809,1047,40739,,661540,278380,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
3,3,3,3,3,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Faridkot,2,0,3,,415,1829,0,6,4.0,0.0,3.0,,2513.0,10247.0,0,618008,,,,13955,319,13629,,345602,175369,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
4,4,4,4,4,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Fatehgarh Sahib,0,0,0,,576,2558,0,4,1.0,0.0,3.0,,2663.0,11650.0,0,599814,,,,8906,336,8568,,366076,174533,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
5,5,5,5,5,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Fazilka,0,0,0,,1828,3842,0,2,1.0,0.0,1.0,,14994.0,29450.0,0,1180483,,,,20283,530,19752,,546908,228081,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
6,6,6,6,6,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Ferozepur,1,0,21,,1070,3432,0,8,47.0,0.0,28.0,,6068.0,17803.0,0,2026831,,,,14469,504,13911,,504146,191002,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
7,7,7,7,7,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Gurdaspur,1,0,1,,2036,4347,0,8,8.0,0.0,3.0,,15654.0,31171.0,0,2299026,,,,22415,803,21602,,957580,611610,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
8,8,8,8,8,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Hoshiarpur,0,0,0,,587,2864,0,47,25.0,1.0,36.0,,5610.0,22190.0,0,1582793,,,,30984,995,29948,,1035495,702608,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
9,9,9,9,9,2021-12-13,PB,22,1,59,12176,21979,77231,0,256,252.0,9.0,229.0,179401.0,146576.0,472297.0,0.0,Jalandhar,1,0,5,,1017,5129,0,23,12.0,1.0,32.0,,8223.0,40717.0,0,2181753,,,,63531,1500,62011,,1487305,899991,0,0,2022-01-03T00:03:02.851808+05:30,29859000,,,,603761,16620,586794,16473427,16828978,8464804,0,0,0.0,0
