,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Aizawl,,,,,0,0,,,,,,469.0,4130.0,404054,,,,,,,,316418,247189,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
1,1,1,1,1,1,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Champhai,,,,,0,0,,,,,,230.0,990.0,125370,,,,,,,,74482,57147,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
2,2,2,2,2,2,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Hnahthial,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
3,3,3,3,3,3,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Khawzawl,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
4,4,4,4,4,4,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Kolasib,,,,,0,0,,,,,,183.0,1676.0,83054,,,,,,,,50940,35394,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
5,5,5,5,5,5,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Lawngtlai,,,,,115,4,,,,,,2587.0,1961.0,117444,,,,,,,,59496,28258,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
6,6,6,6,6,6,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Lunglei,,,,,0,0,,,,,,496.0,447.0,154094,,,,,,,,95690,75737,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
7,7,7,7,7,7,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Mamit,,,,,0,0,,,,,,167.0,465.0,85757,,,,,,,,44197,30196,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
8,8,8,8,8,8,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Saiha,,,,,15,238,,,,,,248.0,1446.0,56366,,,,,,,,34888,21800,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
9,9,9,9,9,9,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Saitual,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
10,10,10,10,10,10,2021-11-14,MZ,171,3,395,0,130,242,4263.0,3644.0,13.0,3677.0,,4401.0,11516.0,Serchhip,,,,,0,0,,,,,,21.0,401.0,64875,,,,,,,,41974,36904,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
11,11,11,11,11,11,2021-11-14,MZ,171,3,395,0,130,242,,3644.0,13.0,3677.0,,4401.0,11516.0,Unknown,171.0,3.0,395.0,,0,0,,3644.0,13.0,3677.0,,0.0,0.0,0,,,,128775.0,462.0,122889.0,,0,0,2021-11-15 08:11:25.808848,1192000,,,,128775,462,122889,,718085,532625,0,0,0,0,0
