,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Ariyalur,4,0,3,,5103,9120,35,23.0,1.0,30.0,,10116.0,20918.0,752481,,,,16897,262,16600,,491148,187306,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
1,1,1,1,1,1,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Chengalpattu,63,2,68,,9105,22044,627,469.0,8.0,516.0,,14199.0,36987.0,2556244,,,,172827,2521,169495,,1356852,652888,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
2,2,2,2,2,2,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Chennai,130,1,104,,16271,61215,880,865.0,12.0,851.0,,22557.0,84399.0,7100000,,,,556296,8574,546477,,4951596,2973240,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
3,3,3,3,3,3,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Coimbatore,125,2,112,,8604,53552,869,774.0,7.0,760.0,,14903.0,86731.0,3472578,,,,248302,2437,244696,,2736457,1311930,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
4,4,4,4,4,4,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Cuddalore,11,0,15,,39998,39546,129,91.0,0.0,118.0,,89278.0,99900.0,2600880,,,,64283,870,63259,,1639776,797028,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
5,5,5,5,5,5,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Dharmapuri,13,1,16,,3909,14457,110,99.0,2.0,99.0,,8190.0,27093.0,1502900,,,,28635,278,28190,,781494,313153,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
6,6,6,6,6,6,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Dindigul,2,0,4,,13309,42713,58,27.0,2.0,41.0,,22496.0,73332.0,2161367,,,,33154,649,32454,,1261592,577215,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
7,7,7,7,7,7,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Erode,50,0,65,,6249,34920,477,442.0,1.0,395.0,,12601.0,63513.0,2259608,,,,105202,692,103726,,1386590,627946,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
8,8,8,8,8,8,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Kallakurichi,10,0,12,,8446,20642,66,65.0,0.0,56.0,,20568.0,48908.0,1370281,,,,31493,210,31172,,722532,361313,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
9,9,9,9,9,9,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Kancheepuram,19,0,21,,4192,6306,225,133.0,3.0,160.0,,9915.0,16781.0,1166401,,,,75301,1261,73752,,678656,275931,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
10,10,10,10,10,10,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Kanyakumari,13,1,19,,4144,21877,120,114.0,1.0,124.0,,10173.0,44959.0,1863178,,,,62608,1051,61362,,1115225,511053,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
11,11,11,11,11,11,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Karur,14,0,26,,3338,21015,136,112.0,1.0,146.0,,5035.0,34263.0,1076588,,,,24356,360,23791,,631914,328663,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
12,12,12,12,12,12,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Krishnagiri,7,0,10,,6374,20281,134,59.0,0.0,116.0,,12443.0,40900.0,1883731,,,,43723,350,43243,,1055608,456002,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
13,13,13,13,13,13,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Madurai,7,0,8,,12636,29408,99,67.0,1.0,80.0,,25054.0,51902.0,3991038,,,,75359,1179,74052,,1531610,648667,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
14,14,14,14,14,14,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Mayiladuthurai,3,0,2,,0,0,41,21.0,0.0,29.0,,0.0,0.0,901000,,,,23324,316,22974,,0,0,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
15,15,15,15,15,15,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Nagapattinam,6,0,11,,4566,21670,97,58.0,2.0,89.0,,10913.0,47559.0,1614069,,,,21201,352,20753,,826724,344838,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
16,16,16,16,16,16,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Namakkal,46,0,44,,5183,25217,315,277.0,1.0,262.0,,9134.0,46537.0,1721179,,,,52823,503,51856,,998283,447467,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
17,17,17,17,17,17,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Nilgiris,19,0,18,,814,12875,124,109.0,0.0,135.0,,1747.0,36050.0,735071,,,,33809,213,33404,,504109,388344,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
18,18,18,18,18,18,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Perambalur,0,0,1,,2304,11651,26,11.0,0.0,18.0,,5914.0,16229.0,564511,,,,12089,244,11825,,333397,155650,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
19,19,19,19,19,19,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Pudukkottai,6,0,9,,4428,22894,75,41.0,1.0,78.0,,9563.0,49374.0,1918725,,,,30268,417,29783,,838573,378720,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
20,20,20,20,20,20,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Ramanathapuram,2,0,2,,17275,19254,25,17.0,0.0,27.0,,45720.0,50213.0,1337560,,,,20594,359,20216,,715521,345475,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
21,21,21,21,21,21,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Ranipet,3,0,6,,6019,11854,69,24.0,0.0,68.0,,10497.0,22953.0,1210277,,,,43503,775,42680,,572953,207078,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
22,22,22,22,22,22,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Salem,43,1,49,,13417,44213,427,328.0,3.0,359.0,,25148.0,79451.0,3480008,,,,100620,1691,98360,,1953494,882748,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
23,23,23,23,23,23,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Sivaganga,8,0,14,,4499,22020,82,52.0,0.0,77.0,,8141.0,39143.0,1341250,,,,20318,208,20016,,739088,346501,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
24,24,24,24,24,24,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tenkasi,1,0,1,,5644,19193,25,2.0,0.0,10.0,,11307.0,40612.0,1407627,,,,27379,485,26868,,751218,280602,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
25,25,25,25,25,25,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Thanjavur,24,0,41,,10670,28183,310,190.0,2.0,257.0,,22010.0,42537.0,2402781,,,,75787,983,74453,,1264333,552389,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
26,26,26,26,26,26,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Theni,-2,0,3,,4984,18021,15,2.0,0.0,14.0,,8760.0,31290.0,1243684,,,,43589,521,43055,,670255,340812,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
27,27,27,27,27,27,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Thiruvallur,27,0,28,,6294,16664,90119,194.0,1.0,224.0,,10562.0,26690.0,3725697,,,,119803,1843,117622,,1054871,414049,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
28,28,28,28,28,28,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Thiruvarur,14,0,22,,7191,18303,-77657,103.0,4.0,141.0,,13470.0,31538.0,1268094,,,,41704,451,41058,,646683,284537,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
29,29,29,29,29,29,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Thoothukkudi,8,0,10,,14568,14147,1456,51.0,0.0,83.0,,36318.0,29472.0,1738376,,,,56425,409,55927,,1026853,365021,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
30,30,30,30,30,30,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tiruchirappalli,42,2,39,,23081,42089,36243,277.0,6.0,287.0,,38212.0,66402.0,2713858,,,,78031,1067,76592,,1509280,708903,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
31,31,31,31,31,31,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tirunelveli,8,0,14,,17314,12756,-6845,82.0,0.0,101.0,,26260.0,27224.0,1665253,,,,49527,433,48978,,846048,310518,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
32,32,32,32,32,32,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tirupathur,2,0,7,,5171,10689,-19980,19.0,1.0,49.0,,9445.0,21863.0,1111812,,,,29355,626,28692,,553864,233446,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
33,33,33,33,33,33,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tiruppur,58,1,73,,10204,40583,504,399.0,3.0,464.0,,20137.0,68057.0,2471222,,,,96267,986,94647,,1695084,687143,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
34,34,34,34,34,34,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Tiruvannamalai,4,0,13,,24126,32379,-22264,35.0,0.0,78.0,,66442.0,78284.0,2468965,,,,55093,668,54329,,1350487,658814,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
35,35,35,35,35,35,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Vellore,9,0,25,,5179,19688,117,63.0,1.0,108.0,,10217.0,32577.0,1614242,,,,50028,1134,48758,,777847,376062,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
36,36,36,36,36,36,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Viluppuram,1,0,9,,19779,23870,79,24.0,0.0,61.0,,38940.0,38649.0,2093003,,,,45956,356,45522,,1136632,491788,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
37,37,37,37,37,37,2021-11-14,TN,805,11,929,103684,360698,914323,7407,5750.0,64.0,6544.0,713613.0,728418.0,1704163.0,Virudhunagar,5,0,5,,6310,29014,38,30.0,0.0,33.0,,12033.0,50873.0,1943309,,,,46359,548,45756,,1087797,567009,2021-11-15T13:11:06.541665+05:30,75695000,,,,2714830,36284,2668930,52646187,42194444,19790249,0,0,0,0,0
