,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,East Garo Hills,0.0,0.0,0.0,,31,82,0,5.0,7.0,1.0,4.0,,1345.0,3040.0,0,317618,,,,1877.0,14.0,1856.0,,49553,25478,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
1,1,1,1,1,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,East Jaintia Hills,0.0,0.0,0.0,,0,0,0,2.0,4.0,0.0,5.0,,643.0,2630.0,0,122436,,,,2438.0,32.0,2402.0,,65435,38415,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
2,2,2,2,2,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,East Khasi Hills,0.0,0.0,0.0,,21,111,0,171.0,108.0,2.0,160.0,,2150.0,9060.0,0,824059,,,,41312.0,992.0,40117.0,,322305,242570,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
3,3,3,3,3,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,North Garo Hills,0.0,0.0,0.0,,8,75,0,3.0,-1.0,0.0,2.0,,803.0,3114.0,0,118325,,,,1685.0,8.0,1677.0,,64341,34602,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
4,4,4,4,4,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,Ribhoi,,,,,83,116,0,14.0,,,,,,,0,258380,,,,,,,,95022,55871,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,,0
5,5,5,5,5,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,South Garo Hills,0.0,0.0,0.0,,23,20,0,0.0,1.0,0.0,0.0,,418.0,1306.0,0,142574,,,,1217.0,12.0,1204.0,,40876,21243,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
6,6,6,6,6,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,South West Garo Hills,0.0,0.0,0.0,,0,1,0,3.0,1.0,0.0,2.0,,2857.0,5193.0,0,172495,,,,1873.0,18.0,1854.0,,78093,48595,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
7,7,7,7,7,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,South West Khasi Hills,0.0,0.0,0.0,,0,0,0,6.0,0.0,0.0,5.0,,297.0,1731.0,0,110152,,,,2549.0,17.0,2532.0,,33850,19808,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
8,8,8,8,8,2021-11-14,ML,,,,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,Unknown,,,,,0,0,0,8.0,,,,,,,0,0,,,,11.0,0.0,25.0,,0,0,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,,0
9,9,9,9,9,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,West Garo Hills,0.0,0.0,0.0,,3,20,0,11.0,9.0,0.0,10.0,,2711.0,8962.0,0,642923,,,,9055.0,72.0,8959.0,,213831,135903,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
10,10,10,10,10,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,256.0,161.0,4.0,257.0,,14726.0,45363.0,0.0,West Jaintia Hills,0.0,0.0,0.0,,0,4,0,33.0,4.0,0.0,12.0,,1008.0,4388.0,0,270352,,,,6809.0,135.0,6670.0,,86246,55820,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
11,11,11,11,11,2021-11-14,ML,11.0,0.0,25.0,0,171,452,0,,161.0,4.0,257.0,,14726.0,45363.0,0.0,West Khasi Hills,0.0,0.0,0.0,,2,23,0,,9.0,1.0,20.0,,657.0,1970.0,0,385601,,,,5485.0,72.0,5395.0,,78100,46501,0,0,2021-11-15 08:11:25.808848,3224000,,,,84024,1462,82299,,1127652,724806,0,0,0.0,0
