"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","10","0","0","0","1867","1844","13"
"East Jaintia Hills","4","1","1","0","2431","2396","31"
"East Khasi Hills","283","50","50","1","41075","39804","988"
"North Garo Hills","4","1","0","0","1686","1674","8"
"Ri-Bhoi","21","0","3","0","9697","9587","89"
"South Garo Hills","1","0","0","0","1216","1203","12"
"South West Garo Hills","2","0","0","0","1871","1852","17"
"South West Khasi Hills","6","0","0","0","2548","2525","17"
"West Garo Hills","13","1","1","0","9029","8944","72"
"West Jaintia Hills","27","0","0","1","6803","6642","134"
"West Khasi Hills","55","5","6","0","5462","5336","71"
"Total","426","58","61","2","83685","81807","1452"
