"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19876","19554","55","267"
"2","Chengalpattu","234755","231207","893","2655"
"3","Chennai","749330","738058","2214","9058"
"4","Coimbatore","329160","324976","1571","2613"
"5","Cuddalore","74174","73065","216","893"
"6","Dharmapuri","36149","35748","118","283"
"7","Dindigul","37443","36710","68","665"
"8","Erode","132508","131089","685","734"
"9","Kallakurichi","36509","36216","78","215"
"10","Kancheepuram","94225","92614","309","1302"
"11","Kanyakumari","86098","84678","335","1085"
"12","Karur","29723","29238","113","372"
"13","Krishnagiri","59556","58982","204","370"
"14","Madurai","90972","89620","116","1236"
"15","Mayiladuthurai","26483","26133","22","328"
"16","Nagapattinam","25420","24953","93","374"
"17","Namakkal","67911","67106","272","533"
"18","Nilgiris","41887","41427","234","226"
"19","Perambalur","14451","14181","21","249"
"20","Pudukottai","34438","33922","90","426"
"21","Ramanathapuram","24647","24234","46","367"
"22","Ranipet","53882","53015","80","787"
"23","Salem","127216","124967","487","1762"
"24","Sivagangai","23759","23433","107","219"
"25","Tenkasi","32725","32203","32","490"
"26","Thanjavur","92033","90779","216","1038"
"27","Theni","50585","50006","47","532"
"28","Thirupathur","35717","35049","35","633"
"29","Thiruvallur","147223","144838","447","1938"
"30","Thiruvannamalai","66752","65910","158","684"
"31","Thiruvarur","47967","47377","119","471"
"32","Thoothukudi","64910","64361","102","447"
"33","Tirunelveli","62711","62169","97","445"
"34","Tiruppur","129750","128254","444","1052"
"35","Trichy","94812","93329","323","1160"
"36","Vellore","57153","55893","98","1162"
"37","Villupuram","54550","54040","144","366"
"38","Virudhunagar","56772","56130","88","554"
"39","Airport Surveillance 
(International)","1242","1236","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,47,006","33,98,231","10,782","37,993"
