"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2084","20","1","0"
"East Jaintia Hills","0","1","0","2677","39","1","0"
"East Khasi Hills","2","1","0","47871","1079","23","12"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","2","0"
"Ri-Bhoi","1","0","0","10582","101","9","1"
"South Garo Hills","0","0","0","1441","16","0","0"
"South West Garo Hills","0","1","0","2265","21","4","0"
"South West Khasi Hills","2","1","0","2722","20","2","2"
"West Garo Hills","1","8","0","11847","84","20","2"
"West Jaintia Hills","0","0","0","7326","142","3","0"
"West Khasi Hills","0","0","0","5671","78","1","1"
"Total","6","12","0","96567","1619","66","18"
